Data: 2020-01-12
Materials                                           Mol_ID                                              AtomsNumber       CellAngle                   CellLength                   SuperCell     Elements
str_m1_o10_o16_pcu_sym.90                           str_m1_o10_o16_pcu_s_ID_255                         954               96.6800,75.2000,98.6200     32.5370,32.5260,30.9320      1,1,1         O,H,Zn,C,I          
str_m1_o10_o16_pcu_sym.91                           str_m1_o10_o16_pcu_s_ID_256                         1062              96.2100,74.4500,98.5200     32.5210,32.5220,31.2340      1,1,1         O,H,N,Zn,C          
str_m1_o10_o16_pcu_sym.92                           str_m1_o10_o16_pcu_s_ID_257                         954               96.0400,74.4500,98.4200     32.5440,32.5130,31.0790      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o16_pcu_sym.93                           str_m1_o10_o16_pcu_s_ID_258                         954               96.4300,74.3800,98.2100     32.7040,32.6380,30.9270      1,1,1         O,H,Br,Zn,Cl,C      
str_m1_o10_o16_pcu_sym.94                           str_m1_o10_o16_pcu_s_ID_259                         1314              96.2600,74.4900,98.3700     32.6070,32.5100,31.0380      1,1,1         H,O,Zn,C            
str_m1_o10_o16_pcu_sym.95                           str_m1_o10_o16_pcu_s_ID_260                         1296              95.8900,74.0300,98.8000     32.5660,32.5580,30.9530      1,1,1         O,H,N,Zn,C          
str_m1_o10_o16_pcu_sym.96                           str_m1_o10_o16_pcu_s_ID_261                         990               96.0500,74.4600,98.4300     32.5400,32.5110,31.0940      1,1,1         O,H,N,Zn,C          
str_m1_o10_o16_pcu_sym.97                           str_m1_o10_o16_pcu_s_ID_262                         1026              96.0300,74.4400,98.5600     32.5130,32.5490,31.2370      1,1,1         O,H,N,Zn,C          
str_m1_o10_o16_pcu_sym.98                           str_m1_o10_o16_pcu_s_ID_263                         1080              96.1300,74.3000,98.5400     32.5760,32.5140,31.0640      1,1,1         O,H,N,Zn,C          
str_m1_o10_o16_pcu_sym.99                           str_m1_o10_o16_pcu_s_ID_264                         954               96.4300,74.9400,98.3900     32.5210,32.5230,31.0320      1,1,1         O,H,Br,Zn,Cl,C      
str_m1_o10_o18_pcu_sym.1                            str_m1_o10_o18_pcu_s_ID_265                         1062              98.1600,72.9500,98.5700     32.5550,32.5200,35.8940      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.10                           str_m1_o10_o18_pcu_s_ID_266                         1116              98.1600,72.7800,98.5600     32.5650,32.5140,35.8370      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.100                          str_m1_o10_o18_pcu_s_ID_267                         1602              98.3200,72.7900,98.5800     32.5840,32.5260,35.8290      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.101                          str_m1_o10_o18_pcu_s_ID_268                         1422              98.2700,73.1400,98.0400     32.6290,32.5730,35.7850      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.102                          str_m1_o10_o18_pcu_s_ID_269                         1332              98.0500,73.4000,98.5700     32.5730,32.5390,35.5290      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.103                          str_m1_o10_o18_pcu_s_ID_270                         1314              98.1900,73.0200,98.5900     32.5620,32.5340,35.6510      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.104                          str_m1_o10_o18_pcu_s_ID_271                         1062              98.0900,72.9300,98.6900     32.5540,32.5480,35.8850      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.105                          str_m1_o10_o18_pcu_s_ID_272                         1566              97.6900,73.1000,98.2500     32.6290,32.5330,35.5060      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.106                          str_m1_o10_o18_pcu_s_ID_273                         1440              98.3800,72.9100,98.0900     32.6110,32.6130,35.7000      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.107                          str_m1_o10_o18_pcu_s_ID_274                         1062              98.3700,72.9700,98.5700     32.5420,32.5280,35.8250      1,1,1         O,H,Zn,C,I          
str_m1_o10_o18_pcu_sym.108                          str_m1_o10_o18_pcu_s_ID_275                         1350              97.9900,72.7500,97.8600     32.6280,32.6950,35.5340      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.109                          str_m1_o10_o18_pcu_s_ID_276                         1404              98.1700,73.0100,98.5500     32.5110,32.7790,35.3950      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.11                           str_m1_o10_o18_pcu_s_ID_277                         1098              98.0400,72.9700,98.5400     32.5570,32.5240,35.7940      1,1,1         O,H,N,Zn,F,C        
str_m1_o10_o18_pcu_sym.110                          str_m1_o10_o18_pcu_s_ID_278                         1206              98.2400,73.1100,98.6100     32.5380,32.5360,35.8170      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.111                          str_m1_o10_o18_pcu_s_ID_279                         1134              97.9800,73.2400,98.3900     32.7520,32.4730,35.7410      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.112                          str_m1_o10_o18_pcu_s_ID_280                         1314              98.0700,73.1000,98.1400     32.5090,32.7320,35.2970      1,1,1         S,O,H,N,Zn,C        
str_m1_o10_o18_pcu_sym.113                          str_m1_o10_o18_pcu_s_ID_281                         1278              97.8100,72.9800,98.7000     32.6060,32.5410,35.8090      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.114                          str_m1_o10_o18_pcu_s_ID_282                         1116              98.1300,73.0100,98.5700     32.5470,32.5340,35.8120      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.115                          str_m1_o10_o18_pcu_s_ID_283                         1926              98.3300,73.3900,98.9200     32.4880,32.5340,35.5410      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.116                          str_m1_o10_o18_pcu_s_ID_284                         1134              98.0100,72.8000,98.6200     32.5470,32.5100,35.8700      1,1,1         O,H,N,Zn,F,C        
str_m1_o10_o18_pcu_sym.117                          str_m1_o10_o18_pcu_s_ID_285                         1278              98.6200,72.7700,98.7000     32.5530,32.5200,35.8840      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.118                          str_m1_o10_o18_pcu_s_ID_286                         1638              98.3600,72.9000,98.4200     32.4780,32.6430,35.7080      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.119                          str_m1_o10_o18_pcu_s_ID_287                         1494              98.4400,72.8300,98.6000     32.5520,32.6680,35.5060      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.12                           str_m1_o10_o18_pcu_s_ID_288                         1170              98.2200,73.0800,98.5200     32.5580,32.5350,35.4920      1,1,1         O,H,Zn,C,I          
str_m1_o10_o18_pcu_sym.120                          str_m1_o10_o18_pcu_s_ID_289                         1062              98.5000,72.6400,98.8300     32.5460,32.6900,35.8370      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.121                          str_m1_o10_o18_pcu_s_ID_290                         1062              98.1200,72.8000,98.6900     32.5880,32.5230,35.8520      1,1,1         O,H,Br,Zn,Cl,C      
str_m1_o10_o18_pcu_sym.122                          str_m1_o10_o18_pcu_s_ID_291                         1188              98.0700,72.8300,98.5700     32.5500,32.5200,35.8420      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.123                          str_m1_o10_o18_pcu_s_ID_292                         1314              98.2700,72.9700,98.7100     32.5670,32.5600,35.6220      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.124                          str_m1_o10_o18_pcu_s_ID_293                         1260              98.0600,73.1700,98.5700     32.5370,32.5420,35.5000      1,1,1         S,O,H,Zn,C          
str_m1_o10_o18_pcu_sym.125                          str_m1_o10_o18_pcu_s_ID_294                         1206              97.9200,72.9100,98.6800     32.6830,32.5300,35.4760      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.126                          str_m1_o10_o18_pcu_s_ID_295                         1944              98.4500,73.0700,98.4800     32.4670,32.6440,35.4480      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.127                          str_m1_o10_o18_pcu_s_ID_296                         1440              97.7800,73.1700,98.6800     32.4820,32.5810,35.6170      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.128                          str_m1_o10_o18_pcu_s_ID_297                         1458              98.3200,72.9100,99.0200     32.5600,32.5640,35.7980      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.129                          str_m1_o10_o18_pcu_s_ID_298                         1332              98.2000,72.8800,98.2100     32.7140,32.6660,35.4240      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.13                           str_m1_o10_o18_pcu_s_ID_299                         1530              98.0200,72.9600,98.7400     32.7400,32.4920,35.7430      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.130                          str_m1_o10_o18_pcu_s_ID_300                         1476              98.7400,72.7900,98.8900     32.5520,32.6260,35.7640      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.131                          str_m1_o10_o18_pcu_s_ID_301                         1062              98.4000,72.7600,98.8200     32.7090,32.5780,35.6750      1,1,1         O,H,Zn,F,C,I        
str_m1_o10_o18_pcu_sym.132                          str_m1_o10_o18_pcu_s_ID_302                         1062              98.0500,72.9900,98.6700     32.6530,32.5380,35.6480      1,1,1         O,H,Zn,Cl,F,C       
str_m1_o10_o18_pcu_sym.133                          str_m1_o10_o18_pcu_s_ID_303                         1098              98.1500,72.9000,98.0500     32.4990,32.6800,35.8870      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.134                          str_m1_o10_o18_pcu_s_ID_304                         1116              98.0900,73.0400,98.5600     32.5510,32.5330,35.7930      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.135                          str_m1_o10_o18_pcu_s_ID_305                         1818              98.6300,72.7800,99.0500     32.5210,32.7640,35.4500      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.136                          str_m1_o10_o18_pcu_s_ID_306                         1638              98.3800,72.8400,98.6700     32.5320,32.6350,35.4250      1,1,1         S,O,H,Zn,C          
str_m1_o10_o18_pcu_sym.137                          str_m1_o10_o18_pcu_s_ID_307                         1188              97.9900,72.9100,98.3600     32.7070,32.4810,35.6950      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.138                          str_m1_o10_o18_pcu_s_ID_308                         1422              98.3300,72.9300,98.5500     32.5380,32.6690,35.5990      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.139                          str_m1_o10_o18_pcu_s_ID_309                         1242              97.9700,73.0500,98.7200     32.5490,32.5630,35.6730      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.14                           str_m1_o10_o18_pcu_s_ID_310                         1422              98.3700,73.0700,98.6700     32.5500,32.4910,35.7990      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.140                          str_m1_o10_o18_pcu_s_ID_311                         1386              98.3100,72.8400,98.5100     32.7320,32.4640,35.5200      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.141                          str_m1_o10_o18_pcu_s_ID_312                         1368              97.9200,72.7900,98.3000     32.7520,32.4600,35.7870      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.142                          str_m1_o10_o18_pcu_s_ID_313                         1098              98.4000,72.9000,98.5900     32.5560,32.5290,35.8550      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.143                          str_m1_o10_o18_pcu_s_ID_314                         1206              98.1100,72.5700,98.3900     32.8030,32.4750,35.7130      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.144                          str_m1_o10_o18_pcu_s_ID_315                         1818              97.8600,73.4100,97.9400     32.5910,32.6590,35.5090      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.145                          str_m1_o10_o18_pcu_s_ID_316                         1566              97.9300,72.9900,98.6600     32.7380,32.5330,35.5160      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.146                          str_m1_o10_o18_pcu_s_ID_317                         1710              98.0600,72.8500,98.2400     32.6460,32.6880,35.2420      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.147                          str_m1_o10_o18_pcu_s_ID_318                         1224              98.3400,73.1600,98.6400     32.5460,32.5090,35.8320      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.148                          str_m1_o10_o18_pcu_s_ID_319                         1062              98.1100,73.0500,98.5700     32.5610,32.5260,35.7300      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.149                          str_m1_o10_o18_pcu_s_ID_320                         1422              98.0800,73.2000,98.4600     32.6960,32.4850,35.6750      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.15                           str_m1_o10_o18_pcu_s_ID_321                         1242              97.9000,72.5900,98.7000     32.5880,32.5490,35.7000      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.150                          str_m1_o10_o18_pcu_s_ID_322                         1548              97.9700,73.4000,98.6200     32.7430,32.5440,35.4670      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.151                          str_m1_o10_o18_pcu_s_ID_323                         1242              98.7700,72.9500,98.7400     32.5230,32.6490,35.8670      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.152                          str_m1_o10_o18_pcu_s_ID_324                         1782              98.4100,72.5000,98.6100     32.6880,32.6860,35.5120      1,1,1         O,H,N,Zn,Cl,C       
str_m1_o10_o18_pcu_sym.153                          str_m1_o10_o18_pcu_s_ID_325                         1422              98.0700,72.9300,98.4400     32.5190,32.7010,35.7210      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.154                          str_m1_o10_o18_pcu_s_ID_326                         1368              98.2500,73.0900,98.5800     32.5130,32.5420,35.7450      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.155                          str_m1_o10_o18_pcu_s_ID_327                         1926              97.9100,72.9700,97.9500     32.5950,32.5700,35.7160      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.156                          str_m1_o10_o18_pcu_s_ID_328                         2250              98.8800,73.6500,98.9500     32.6370,32.5850,35.1890      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.157                          str_m1_o10_o18_pcu_s_ID_329                         2142              98.0800,73.1600,98.4500     32.3930,32.6260,35.8230      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.158                          str_m1_o10_o18_pcu_s_ID_330                         1278              98.3500,73.2100,98.6200     32.5230,32.5020,35.7900      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.159                          str_m1_o10_o18_pcu_s_ID_331                         1098              98.2100,73.2200,98.4700     32.6660,32.5060,35.8220      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.16                           str_m1_o10_o18_pcu_s_ID_332                         1926              97.9600,72.9100,99.5200     32.7130,32.5360,35.3610      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.160                          str_m1_o10_o18_pcu_s_ID_333                         1098              98.4200,73.0800,98.6200     32.5470,32.5430,35.7600      1,1,1         O,H,N,Zn,F,C        
str_m1_o10_o18_pcu_sym.161                          str_m1_o10_o18_pcu_s_ID_334                         1566              98.1300,72.7100,98.5000     32.7030,32.6610,35.6260      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.162                          str_m1_o10_o18_pcu_s_ID_335                         1602              98.1500,73.1300,98.7900     32.5310,32.5500,35.6840      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.163                          str_m1_o10_o18_pcu_s_ID_336                         1296              98.3400,72.9500,98.4700     32.4950,32.7060,35.6530      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.164                          str_m1_o10_o18_pcu_s_ID_337                         1098              98.1700,73.0100,98.5800     32.5550,32.5210,35.8780      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.165                          str_m1_o10_o18_pcu_s_ID_338                         1134              98.1800,73.0500,98.5600     32.5510,32.5210,35.8340      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.166                          str_m1_o10_o18_pcu_s_ID_339                         2484              99.0200,72.6500,98.6200     32.4700,32.6290,35.7000      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.167                          str_m1_o10_o18_pcu_s_ID_340                         1170              97.9100,73.0500,98.2900     32.7460,32.4710,35.7970      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.168                          str_m1_o10_o18_pcu_s_ID_341                         1170              98.5100,73.0800,98.2600     32.6690,32.5980,35.6770      1,1,1         O,H,N,Zn,Cl,C       
str_m1_o10_o18_pcu_sym.169                          str_m1_o10_o18_pcu_s_ID_342                         1314              98.4500,73.3100,98.7800     32.5350,32.5220,35.7690      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.17                           str_m1_o10_o18_pcu_s_ID_343                         1170              98.4800,73.0000,98.6000     32.5400,32.5170,35.8670      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.170                          str_m1_o10_o18_pcu_s_ID_344                         2520              99.1000,72.6700,98.8300     32.6890,32.6420,35.5240      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.171                          str_m1_o10_o18_pcu_s_ID_345                         1350              97.9300,73.0000,98.7100     32.5630,32.5190,35.6400      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.172                          str_m1_o10_o18_pcu_s_ID_346                         1242              98.2200,73.1300,98.5900     32.5720,32.5030,35.7250      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.173                          str_m1_o10_o18_pcu_s_ID_347                         1314              98.3000,72.9400,98.3100     32.4990,32.6240,35.8300      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.174                          str_m1_o10_o18_pcu_s_ID_348                         1062              98.2700,72.8800,98.5900     32.5660,32.5120,35.8990      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.175                          str_m1_o10_o18_pcu_s_ID_349                         1206              97.9200,73.1800,98.5600     32.5650,32.5520,35.4910      1,1,1         S,O,H,Zn,F,C        
str_m1_o10_o18_pcu_sym.176                          str_m1_o10_o18_pcu_s_ID_350                         1710              98.5500,72.8300,98.5100     32.4800,32.7600,35.4630      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.177                          str_m1_o10_o18_pcu_s_ID_351                         1206              97.7400,73.1400,97.9500     32.7180,32.5350,35.4780      1,1,1         S,O,H,Zn,F,C        
str_m1_o10_o18_pcu_sym.178                          str_m1_o10_o18_pcu_s_ID_352                         1134              98.1000,73.2600,98.5500     32.5520,32.5370,35.6090      1,1,1         S,O,H,Zn,C          
str_m1_o10_o18_pcu_sym.179                          str_m1_o10_o18_pcu_s_ID_353                         1080              98.3000,73.1300,98.6100     32.5380,32.5370,35.8490      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.18                           str_m1_o10_o18_pcu_s_ID_354                         1386              98.0900,72.6200,98.3100     32.6960,32.6390,35.5890      1,1,1         O,H,Br,N,Zn,C       
str_m1_o10_o18_pcu_sym.180                          str_m1_o10_o18_pcu_s_ID_355                         1638              98.1100,72.3900,98.5200     32.8340,32.4760,35.6540      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.181                          str_m1_o10_o18_pcu_s_ID_356                         1134              98.0700,72.8900,98.3900     32.6650,32.5070,35.7410      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.182                          str_m1_o10_o18_pcu_s_ID_357                         1242              97.9900,72.7600,98.5800     32.5480,32.5210,35.6840      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.183                          str_m1_o10_o18_pcu_s_ID_358                         1170              98.3600,72.7900,98.4200     32.5140,32.6540,35.7100      1,1,1         O,H,Zn,C,I          
str_m1_o10_o18_pcu_sym.184                          str_m1_o10_o18_pcu_s_ID_359                         1602              98.2500,72.5000,98.4700     32.5350,32.6040,35.6890      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.185                          str_m1_o10_o18_pcu_s_ID_360                         1062              98.2800,73.1700,98.6100     32.5640,32.5380,35.7010      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.186                          str_m1_o10_o18_pcu_s_ID_361                         1134              98.2400,73.1300,98.6000     32.5640,32.5270,35.7440      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.187                          str_m1_o10_o18_pcu_s_ID_362                         1602              98.4900,72.8700,98.7900     32.7400,32.7560,35.3450      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.188                          str_m1_o10_o18_pcu_s_ID_363                         1134              98.4900,73.0200,98.4400     32.6890,32.6610,35.7690      1,1,1         O,H,Br,N,Zn,C       
str_m1_o10_o18_pcu_sym.189                          str_m1_o10_o18_pcu_s_ID_364                         2412              98.6000,73.3500,98.5700     32.5760,32.6560,35.4280      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.19                           str_m1_o10_o18_pcu_s_ID_365                         1278              97.9400,72.8900,99.0300     32.5400,32.5720,35.7060      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.190                          str_m1_o10_o18_pcu_s_ID_366                         1224              98.5600,73.1400,98.5100     32.5270,32.6810,35.6580      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.191                          str_m1_o10_o18_pcu_s_ID_367                         1998              98.1300,73.5600,98.0800     32.6630,32.5380,35.4470      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.192                          str_m1_o10_o18_pcu_s_ID_368                         1224              98.1400,73.0500,98.7000     32.5430,32.5620,35.6420      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.193                          str_m1_o10_o18_pcu_s_ID_369                         1062              98.1500,72.9400,98.5700     32.5560,32.5210,35.8870      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.194                          str_m1_o10_o18_pcu_s_ID_370                         1206              98.2400,73.2200,98.5700     32.5370,32.5250,35.7480      1,1,1         S,O,H,Zn,C          
str_m1_o10_o18_pcu_sym.195                          str_m1_o10_o18_pcu_s_ID_371                         1116              98.1100,72.9600,98.5600     32.5550,32.5200,35.8620      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.196                          str_m1_o10_o18_pcu_s_ID_372                         1728              98.4200,72.5200,99.0900     32.5860,32.7600,35.6230      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.197                          str_m1_o10_o18_pcu_s_ID_373                         1134              98.4900,73.0300,98.6300     32.5440,32.5280,35.7830      1,1,1         S,O,H,Zn,F,C        
str_m1_o10_o18_pcu_sym.198                          str_m1_o10_o18_pcu_s_ID_374                         1134              98.0700,73.2200,98.5700     32.5650,32.5290,35.6040      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.199                          str_m1_o10_o18_pcu_s_ID_375                         1170              97.9300,72.7300,98.6400     32.6830,32.5180,35.7300      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.2                            str_m1_o10_o18_pcu_s_ID_376                         1206              97.6000,73.1300,98.3300     32.5030,32.7710,35.4940      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.20                           str_m1_o10_o18_pcu_s_ID_377                         1206              99.0000,72.6400,99.0800     32.5870,32.6720,35.8580      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.200                          str_m1_o10_o18_pcu_s_ID_378                         1206              98.1100,73.0600,98.2900     32.6670,32.4770,35.8600      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.201                          str_m1_o10_o18_pcu_s_ID_379                         1224              97.9000,73.1100,98.7000     32.5490,32.5640,35.5940      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.202                          str_m1_o10_o18_pcu_s_ID_380                         1224              98.2100,72.9400,98.7600     32.5810,32.5330,35.7380      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.203                          str_m1_o10_o18_pcu_s_ID_381                         1170              98.2800,72.6400,98.8800     32.5930,32.5650,35.7430      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.204                          str_m1_o10_o18_pcu_s_ID_382                         1638              98.0600,72.8800,98.4200     32.6490,32.4520,35.8830      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.205                          str_m1_o10_o18_pcu_s_ID_383                         1134              98.1800,73.1900,98.5900     32.5710,32.5350,35.6190      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.206                          str_m1_o10_o18_pcu_s_ID_384                         1836              98.0800,73.2300,98.5600     32.4540,32.5420,35.4860      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.207                          str_m1_o10_o18_pcu_s_ID_385                         1242              98.3000,72.5800,98.7400     32.5650,32.6880,35.7860      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.208                          str_m1_o10_o18_pcu_s_ID_386                         1062              98.1900,73.0700,98.5700     32.5540,32.5210,35.8370      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.209                          str_m1_o10_o18_pcu_s_ID_387                         1278              98.1000,72.9300,98.7400     32.6100,32.5420,35.4450      1,1,1         O,H,Zn,Cl,C         
str_m1_o10_o18_pcu_sym.21                           str_m1_o10_o18_pcu_s_ID_388                         1782              98.0000,72.5800,98.4000     32.4710,32.6930,35.7370      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.210                          str_m1_o10_o18_pcu_s_ID_389                         2610              98.3200,72.4600,98.5700     32.3920,32.7540,35.7500      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.211                          str_m1_o10_o18_pcu_s_ID_390                         1152              98.1800,73.2100,98.5800     32.5590,32.5340,35.6680      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.212                          str_m1_o10_o18_pcu_s_ID_391                         1296              98.4100,73.1100,98.3800     32.5080,32.6350,35.6980      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.213                          str_m1_o10_o18_pcu_s_ID_392                         1350              98.4700,73.2700,98.8500     32.8200,32.4230,36.0610      1,1,1         S,O,H,Zn,C          
str_m1_o10_o18_pcu_sym.214                          str_m1_o10_o18_pcu_s_ID_393                         1134              98.0400,72.9300,98.5900     32.5500,32.5130,35.8400      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.215                          str_m1_o10_o18_pcu_s_ID_394                         1098              98.1800,73.2100,98.5800     32.5600,32.5330,35.6960      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.216                          str_m1_o10_o18_pcu_s_ID_395                         1386              97.7300,73.2300,98.3700     32.7020,32.5040,35.4330      1,1,1         S,O,H,N,Zn,C        
str_m1_o10_o18_pcu_sym.217                          str_m1_o10_o18_pcu_s_ID_396                         1278              98.3100,73.1600,98.6300     32.5520,32.5330,35.7260      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.218                          str_m1_o10_o18_pcu_s_ID_397                         1962              98.4400,73.0100,99.0900     32.6030,32.5780,35.4540      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.219                          str_m1_o10_o18_pcu_s_ID_398                         1098              98.4400,72.9200,98.4500     32.5320,32.6700,35.7220      1,1,1         O,H,N,Zn,Cl,C       
str_m1_o10_o18_pcu_sym.22                           str_m1_o10_o18_pcu_s_ID_399                         1674              97.5300,72.6000,98.3300     32.7100,32.6860,35.2150      1,1,1         O,H,N,Zn,C          
