Data: 2020-01-12
Materials                                           Mol_ID                                              AtomsNumber       CellAngle                   CellLength                   SuperCell     Elements
str_m3_o10_o17_pcu_sym.224                          str_m3_o10_o17_pcu_s_ID_275                         1116              91.0500,85.9500,93.8900     23.2980,25.8100,29.7680      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.23                           str_m3_o10_o17_pcu_s_ID_276                         972               93.9900,85.3800,92.8200     23.8780,25.6550,29.7700      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o17_pcu_sym.24                           str_m3_o10_o17_pcu_s_ID_277                         828               91.0300,85.9700,93.6300     23.3210,25.6590,29.7420      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o17_pcu_sym.25                           str_m3_o10_o17_pcu_s_ID_278                         1224              91.5000,85.2400,93.4600     23.5540,25.7140,29.6960      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.26                           str_m3_o10_o17_pcu_s_ID_279                         1044              91.1200,85.7700,94.3000     23.3110,26.1890,29.7700      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o17_pcu_sym.27                           str_m3_o10_o17_pcu_s_ID_280                         972               91.4100,86.0400,93.2700     23.4820,25.6560,29.7600      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.28                           str_m3_o10_o17_pcu_s_ID_281                         972               92.1700,85.1600,93.0100     23.4110,25.8060,29.8900      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.29                           str_m3_o10_o17_pcu_s_ID_282                         900               93.2700,83.9100,94.3100     23.5780,25.6310,29.9400      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.3                            str_m3_o10_o17_pcu_s_ID_283                         1116              91.3100,86.4800,93.2500     23.4200,26.0950,29.8250      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.30                           str_m3_o10_o17_pcu_s_ID_284                         828               93.9000,85.8000,93.3300     23.5880,26.1010,29.7770      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.31                           str_m3_o10_o17_pcu_s_ID_285                         972               91.6400,86.1600,93.4400     23.2690,25.8580,29.8910      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o17_pcu_sym.32                           str_m3_o10_o17_pcu_s_ID_286                         1296              91.6100,86.6700,93.3400     23.4630,25.6130,29.7090      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.33                           str_m3_o10_o17_pcu_s_ID_287                         1044              90.9600,86.0900,93.7100     23.3020,25.6550,29.8350      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.34                           str_m3_o10_o17_pcu_s_ID_288                         1188              91.7300,85.6900,93.0100     23.4040,25.9330,29.8460      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.35                           str_m3_o10_o17_pcu_s_ID_289                         1620              95.3500,84.4100,92.4200     23.8950,26.4250,30.1240      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.36                           str_m3_o10_o17_pcu_s_ID_290                         1152              90.9100,86.0500,93.7200     23.3040,25.6490,29.7580      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.37                           str_m3_o10_o17_pcu_s_ID_291                         1044              91.2800,86.2300,93.4200     23.2790,25.9080,29.8050      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.38                           str_m3_o10_o17_pcu_s_ID_292                         936               90.7800,86.2600,93.6700     23.3120,25.6850,29.7790      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.39                           str_m3_o10_o17_pcu_s_ID_293                         1404              93.9100,84.2600,93.8100     23.6020,26.2020,29.8360      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.4                            str_m3_o10_o17_pcu_s_ID_294                         1368              91.8000,86.0400,93.2500     23.5180,25.9330,29.7330      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.40                           str_m3_o10_o17_pcu_s_ID_295                         1764              91.8300,88.8200,91.3400     23.7820,26.3710,29.7220      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.41                           str_m3_o10_o17_pcu_s_ID_296                         1044              93.7200,85.6700,92.6500     23.7710,25.7140,29.9080      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.42                           str_m3_o10_o17_pcu_s_ID_297                         1080              91.1900,85.8200,93.6200     23.3170,25.6400,29.7450      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.43                           str_m3_o10_o17_pcu_s_ID_298                         1548              91.3600,84.5500,93.9600     23.7100,25.7620,29.6990      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.44                           str_m3_o10_o17_pcu_s_ID_299                         828               91.2400,85.4700,93.8200     23.2890,25.7200,29.9070      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.45                           str_m3_o10_o17_pcu_s_ID_300                         1260              92.5900,85.4000,93.3400     23.5610,25.9260,30.0080      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o17_pcu_sym.46                           str_m3_o10_o17_pcu_s_ID_301                         864               89.0000,85.8400,93.7500     23.2160,26.0100,29.9470      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.47                           str_m3_o10_o17_pcu_s_ID_302                         1008              94.0600,84.7100,92.8900     23.7970,25.7180,29.9010      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.48                           str_m3_o10_o17_pcu_s_ID_303                         1008              92.5700,84.2500,93.7000     23.4680,25.5570,29.7860      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.49                           str_m3_o10_o17_pcu_s_ID_304                         1188              91.3900,85.9800,93.5700     23.2610,25.8760,29.6880      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.5                            str_m3_o10_o17_pcu_s_ID_305                         900               90.8300,86.2300,93.6900     23.3150,25.6870,29.7550      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.50                           str_m3_o10_o17_pcu_s_ID_306                         1044              91.4000,85.4900,93.5400     23.3310,26.0960,29.6390      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o17_pcu_sym.51                           str_m3_o10_o17_pcu_s_ID_307                         936               91.1500,85.7900,93.6300     23.3260,25.6650,29.7370      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.52                           str_m3_o10_o17_pcu_s_ID_308                         1476              92.9200,84.7700,92.9900     23.5840,26.1490,29.6360      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.53                           str_m3_o10_o17_pcu_s_ID_309                         972               91.1500,85.2400,93.5700     23.3360,25.9910,29.8310      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.54                           str_m3_o10_o17_pcu_s_ID_310                         828               91.1700,85.6000,93.8100     23.2820,25.7100,29.8840      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o17_pcu_sym.55                           str_m3_o10_o17_pcu_s_ID_311                         1332              92.6600,85.1500,94.0800     23.6530,25.8950,29.7990      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o17_pcu_sym.56                           str_m3_o10_o17_pcu_s_ID_312                         1512              90.5400,87.1100,92.5800     23.4920,25.7290,29.7760      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.57                           str_m3_o10_o17_pcu_s_ID_313                         1476              90.2000,84.1100,93.5500     23.3100,26.5190,29.9930      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.58                           str_m3_o10_o17_pcu_s_ID_314                         972               91.3400,85.4400,93.8100     23.2580,25.7120,29.9380      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.59                           str_m3_o10_o17_pcu_s_ID_315                         828               93.1000,85.2900,93.5900     23.5940,25.9190,29.6970      1,1,1         O,C,Zn,Cl,I,N       
str_m3_o10_o17_pcu_sym.6                            str_m3_o10_o17_pcu_s_ID_316                         828               91.2300,85.8500,93.6800     23.2350,25.8830,29.9440      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o17_pcu_sym.60                           str_m3_o10_o17_pcu_s_ID_317                         1116              91.0800,85.6900,93.8600     23.2630,25.7390,29.8180      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.61                           str_m3_o10_o17_pcu_s_ID_318                         1188              91.7700,86.0800,92.7200     23.5810,26.4170,29.7510      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.62                           str_m3_o10_o17_pcu_s_ID_319                         864               91.8200,85.0000,93.5900     23.3880,25.6840,29.8940      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.63                           str_m3_o10_o17_pcu_s_ID_320                         1044              91.5300,85.6100,93.8100     23.3290,25.7080,29.8060      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.64                           str_m3_o10_o17_pcu_s_ID_321                         828               91.6700,86.2200,92.3100     23.5110,26.0480,29.8170      1,1,1         O,C,F,Zn,Br,N       
str_m3_o10_o17_pcu_sym.65                           str_m3_o10_o17_pcu_s_ID_322                         900               91.0000,86.1000,93.6200     23.3230,25.6790,29.7510      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.66                           str_m3_o10_o17_pcu_s_ID_323                         828               92.9500,84.4100,94.3800     23.6330,25.7000,29.9060      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.67                           str_m3_o10_o17_pcu_s_ID_324                         828               91.4500,85.9800,93.6900     23.3250,25.6750,29.7810      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.68                           str_m3_o10_o17_pcu_s_ID_325                         1080              90.5500,86.4600,93.6600     23.2080,25.9060,29.7600      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.69                           str_m3_o10_o17_pcu_s_ID_326                         864               91.0500,86.0100,93.6200     23.3280,25.6850,29.7200      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.7                            str_m3_o10_o17_pcu_s_ID_327                         972               90.9400,85.8000,93.7400     23.3920,25.1900,29.7210      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o17_pcu_sym.70                           str_m3_o10_o17_pcu_s_ID_328                         1116              91.0600,86.1800,93.2300     23.1970,25.8150,30.0010      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.71                           str_m3_o10_o17_pcu_s_ID_329                         1260              92.0000,85.2500,93.4500     23.2970,25.9340,29.9630      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o17_pcu_sym.72                           str_m3_o10_o17_pcu_s_ID_330                         972               92.2800,84.8400,93.5900     23.5300,25.6240,29.8140      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o17_pcu_sym.73                           str_m3_o10_o17_pcu_s_ID_331                         900               91.1700,86.2600,93.5600     23.3230,25.6900,29.7500      1,1,1         O,C,Zn,F,H,N        
str_m3_o10_o17_pcu_sym.74                           str_m3_o10_o17_pcu_s_ID_332                         828               92.8100,84.7600,94.0300     23.5840,25.6570,29.8730      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.75                           str_m3_o10_o17_pcu_s_ID_333                         900               91.0900,86.0100,93.6900     23.3270,25.6860,29.7510      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.76                           str_m3_o10_o17_pcu_s_ID_334                         1116              91.9500,85.6500,92.8800     23.3940,25.8620,29.8620      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o17_pcu_sym.77                           str_m3_o10_o17_pcu_s_ID_335                         864               91.1600,86.0500,93.5100     23.2930,25.8370,29.7380      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o17_pcu_sym.78                           str_m3_o10_o17_pcu_s_ID_336                         1116              92.2200,86.2500,93.4300     23.5000,26.0460,29.9890      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o17_pcu_sym.79                           str_m3_o10_o17_pcu_s_ID_337                         1116              91.1500,86.5700,93.5800     23.2460,25.6400,29.8150      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o17_pcu_sym.8                            str_m3_o10_o17_pcu_s_ID_338                         1008              90.8400,86.0500,93.5800     23.3050,25.6480,29.7500      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.80                           str_m3_o10_o17_pcu_s_ID_339                         972               91.0100,86.0700,93.6600     23.3160,25.6770,29.7980      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.81                           str_m3_o10_o17_pcu_s_ID_340                         1116              91.3300,86.6900,93.4200     23.2360,25.8690,29.9330      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.82                           str_m3_o10_o17_pcu_s_ID_341                         900               91.0800,85.7500,93.6200     23.3300,25.6730,29.7380      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.83                           str_m3_o10_o17_pcu_s_ID_342                         864               91.3600,85.5900,93.5100     23.2650,25.9010,29.8980      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.84                           str_m3_o10_o17_pcu_s_ID_343                         1620              91.3700,84.1700,92.6500     23.4660,26.3370,29.8510      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.85                           str_m3_o10_o17_pcu_s_ID_344                         864               90.9900,86.0300,93.6200     23.3230,25.6750,29.7310      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.86                           str_m3_o10_o17_pcu_s_ID_345                         1476              94.2200,86.7900,92.7500     23.9670,25.9220,29.9470      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.87                           str_m3_o10_o17_pcu_s_ID_346                         900               91.7200,86.0200,93.2800     23.3570,25.8330,29.7820      1,1,1         O,C,F,Zn,N          
str_m3_o10_o17_pcu_sym.88                           str_m3_o10_o17_pcu_s_ID_347                         1188              91.1300,86.0600,93.7700     23.2690,25.6110,29.8170      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.89                           str_m3_o10_o17_pcu_s_ID_348                         828               92.6300,85.0700,93.4900     23.5730,25.6070,29.7300      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.9                            str_m3_o10_o17_pcu_s_ID_349                         828               91.2000,85.6500,93.3300     23.2620,25.6910,29.8650      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o17_pcu_sym.90                           str_m3_o10_o17_pcu_s_ID_350                         1476              90.9300,86.8700,92.5200     23.4030,25.8210,29.7890      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.91                           str_m3_o10_o17_pcu_s_ID_351                         828               90.9800,86.0200,93.6500     23.3290,25.6910,29.7050      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.92                           str_m3_o10_o17_pcu_s_ID_352                         1332              91.4100,86.3500,93.9900     23.3070,25.5680,29.8520      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.93                           str_m3_o10_o17_pcu_s_ID_353                         936               90.9200,86.0400,93.7100     23.3170,25.6630,29.9040      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.94                           str_m3_o10_o17_pcu_s_ID_354                         864               91.0400,86.0700,93.6800     23.3260,25.6890,29.7670      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.95                           str_m3_o10_o17_pcu_s_ID_355                         1044              92.9100,85.2400,93.1700     23.5190,25.9270,29.8840      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o17_pcu_sym.96                           str_m3_o10_o17_pcu_s_ID_356                         1188              91.3000,85.6700,93.7700     23.3030,25.6650,29.8630      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.97                           str_m3_o10_o17_pcu_s_ID_357                         972               91.8600,85.4200,93.1000     23.4120,25.7850,29.7750      1,1,1         O,C,Zn,H,N          
str_m3_o10_o17_pcu_sym.98                           str_m3_o10_o17_pcu_s_ID_358                         1008              90.9700,85.9700,93.8200     23.2990,25.6940,29.8660      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o17_pcu_sym.99                           str_m3_o10_o17_pcu_s_ID_359                         828               91.5300,85.6600,93.4300     23.3650,25.8320,29.7260      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o18_pcu_sym.1                            str_m3_o10_o18_pcu_s_ID_360                         900               93.3200,93.1800,94.2500     23.5200,25.7070,27.5890      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.10                           str_m3_o10_o18_pcu_s_ID_361                         972               93.4600,93.1400,94.2300     23.5460,25.7060,27.5630      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.100                          str_m3_o10_o18_pcu_s_ID_362                         1332              94.6300,95.0700,93.3000     23.9960,25.6480,27.9200      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.101                          str_m3_o10_o18_pcu_s_ID_363                         1188              97.0500,91.3800,93.7100     24.1010,25.5590,26.9190      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o18_pcu_sym.102                          str_m3_o10_o18_pcu_s_ID_364                         900               94.2500,93.1000,93.9400     23.7010,25.6630,27.4490      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o18_pcu_sym.103                          str_m3_o10_o18_pcu_s_ID_365                         936               93.1300,94.8300,93.9700     23.4420,25.7240,28.1400      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.104                          str_m3_o10_o18_pcu_s_ID_366                         900               93.4000,92.3800,94.3600     23.5200,25.6800,27.0830      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o18_pcu_sym.105                          str_m3_o10_o18_pcu_s_ID_367                         1332              94.6000,94.2800,93.3700     23.5890,25.9620,27.4100      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.106                          str_m3_o10_o18_pcu_s_ID_368                         1260              92.8900,92.1100,94.4500     23.4770,25.5720,27.4360      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.107                          str_m3_o10_o18_pcu_s_ID_369                         1152              93.8900,92.7600,94.2000     23.6140,25.6700,27.4180      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.108                          str_m3_o10_o18_pcu_s_ID_370                         900               93.3800,92.6700,94.3500     23.4770,25.6950,27.6390      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o18_pcu_sym.109                          str_m3_o10_o18_pcu_s_ID_371                         1260              94.0600,92.8000,94.2500     23.6380,25.6900,27.3590      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.11                           str_m3_o10_o18_pcu_s_ID_372                         1440              94.3300,93.3000,94.1500     23.4990,25.7050,27.2290      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.110                          str_m3_o10_o18_pcu_s_ID_373                         900               94.3200,92.7400,93.9800     23.7130,25.6520,27.1510      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o18_pcu_sym.111                          str_m3_o10_o18_pcu_s_ID_374                         936               93.5800,93.1600,93.9800     23.4990,25.8840,27.5580      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.112                          str_m3_o10_o18_pcu_s_ID_375                         1296              94.4800,93.2800,94.0500     23.5020,25.9760,27.5390      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.113                          str_m3_o10_o18_pcu_s_ID_376                         1116              93.5100,92.2900,94.4100     23.4390,25.4440,27.3520      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.114                          str_m3_o10_o18_pcu_s_ID_377                         900               93.2300,92.3100,94.4300     23.4710,25.6410,27.1830      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o18_pcu_sym.115                          str_m3_o10_o18_pcu_s_ID_378                         972               93.0100,93.7300,94.1400     23.4660,25.6960,27.3580      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.116                          str_m3_o10_o18_pcu_s_ID_379                         1008              93.5000,93.1700,93.9400     23.5120,25.7680,27.5410      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.117                          str_m3_o10_o18_pcu_s_ID_380                         1440              96.9200,91.5300,93.5800     23.8690,25.8840,27.2840      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.118                          str_m3_o10_o18_pcu_s_ID_381                         900               93.3200,93.1800,94.2500     23.5200,25.7080,27.5900      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.119                          str_m3_o10_o18_pcu_s_ID_382                         1008              93.3300,92.9000,94.3800     23.5540,25.5530,27.4920      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.12                           str_m3_o10_o18_pcu_s_ID_383                         1044              93.8400,92.1600,94.3200     23.4980,25.6740,27.2790      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o18_pcu_sym.120                          str_m3_o10_o18_pcu_s_ID_384                         1044              93.3600,93.0800,94.2000     23.5200,25.6800,27.3870      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.121                          str_m3_o10_o18_pcu_s_ID_385                         972               93.1400,92.9900,94.3700     23.4840,25.3740,27.5700      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.122                          str_m3_o10_o18_pcu_s_ID_386                         1188              93.1800,94.6500,94.0600     23.5560,25.6540,27.8920      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.123                          str_m3_o10_o18_pcu_s_ID_387                         1224              95.1800,93.3400,92.7800     23.8350,25.7170,27.3560      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.124                          str_m3_o10_o18_pcu_s_ID_388                         972               93.7600,93.1000,94.1800     23.5670,25.6980,27.6070      1,1,1         O,C,Zn,F,H,N        
str_m3_o10_o18_pcu_sym.125                          str_m3_o10_o18_pcu_s_ID_389                         1080              93.0200,94.3300,94.0700     23.4660,25.6790,27.6660      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.126                          str_m3_o10_o18_pcu_s_ID_390                         900               93.3200,93.1800,94.2500     23.5200,25.7080,27.5910      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.127                          str_m3_o10_o18_pcu_s_ID_391                         1332              103.9100,93.2400,91.5500    24.4590,26.0440,27.5940      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.128                          str_m3_o10_o18_pcu_s_ID_392                         900               93.5300,93.1700,93.8400     23.5040,25.7400,27.5560      1,1,1         O,C,Zn,H,Br,N       
str_m3_o10_o18_pcu_sym.129                          str_m3_o10_o18_pcu_s_ID_393                         900               94.4400,93.2500,93.2600     23.6850,25.7090,27.4620      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o18_pcu_sym.13                           str_m3_o10_o18_pcu_s_ID_394                         1296              92.8300,94.8000,94.4200     23.5440,25.3130,27.7880      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.130                          str_m3_o10_o18_pcu_s_ID_395                         972               94.4800,93.1700,93.6500     23.6530,25.8720,27.4440      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.131                          str_m3_o10_o18_pcu_s_ID_396                         1260              95.4700,92.6400,93.4100     23.7910,25.7400,27.3390      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.132                          str_m3_o10_o18_pcu_s_ID_397                         1332              94.8600,93.5500,92.1100     23.8050,25.6810,27.6660      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o10_o18_pcu_sym.133                          str_m3_o10_o18_pcu_s_ID_398                         900               93.4400,93.1600,94.1400     23.4920,25.8700,27.5880      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o18_pcu_sym.134                          str_m3_o10_o18_pcu_s_ID_399                         1512              94.5300,93.0000,94.6700     23.6210,26.1160,27.3510      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.135                          str_m3_o10_o18_pcu_s_ID_400                         900               93.1600,92.9700,94.3500     23.4920,25.6680,27.4680      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o18_pcu_sym.136                          str_m3_o10_o18_pcu_s_ID_401                         1044              93.3700,92.8700,94.3200     23.5380,25.6700,27.2460      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o18_pcu_sym.137                          str_m3_o10_o18_pcu_s_ID_402                         900               93.4000,92.5300,94.3300     23.5000,25.6880,27.3350      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o18_pcu_sym.138                          str_m3_o10_o18_pcu_s_ID_403                         1188              93.7800,93.8500,93.8700     23.8380,25.6640,27.5830      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.139                          str_m3_o10_o18_pcu_s_ID_404                         900               93.3200,93.1700,94.2500     23.5200,25.7080,27.5890      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.14                           str_m3_o10_o18_pcu_s_ID_405                         972               93.4900,92.1600,94.3400     23.5020,25.6970,27.2020      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.140                          str_m3_o10_o18_pcu_s_ID_406                         900               93.6200,93.0800,94.0900     23.5670,25.6900,27.5250      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o18_pcu_sym.141                          str_m3_o10_o18_pcu_s_ID_407                         900               93.3200,93.1800,94.2500     23.5200,25.7080,27.5890      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.142                          str_m3_o10_o18_pcu_s_ID_408                         1224              96.0500,94.0600,92.6700     23.9910,25.6470,27.6250      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.143                          str_m3_o10_o18_pcu_s_ID_409                         900               93.3200,93.1800,94.2500     23.5200,25.7080,27.5890      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.144                          str_m3_o10_o18_pcu_s_ID_410                         1332              97.7900,94.0900,92.3800     23.9490,26.0080,27.2560      1,1,1         O,C,Zn,H,S,N        
str_m3_o10_o18_pcu_sym.145                          str_m3_o10_o18_pcu_s_ID_411                         1224              93.2200,93.1300,93.8000     23.7040,25.9090,27.3590      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.146                          str_m3_o10_o18_pcu_s_ID_412                         1368              92.9100,92.5200,93.4600     23.7720,25.6830,27.4970      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.147                          str_m3_o10_o18_pcu_s_ID_413                         972               93.4600,92.3800,94.3300     23.5050,25.6940,27.2710      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.15                           str_m3_o10_o18_pcu_s_ID_414                         1116              95.7800,93.3200,93.3900     23.9370,25.6860,27.5080      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.16                           str_m3_o10_o18_pcu_s_ID_415                         972               93.9400,93.1300,93.5800     23.5810,25.7320,27.4860      1,1,1         F,C,O,Zn,H,N        
str_m3_o10_o18_pcu_sym.17                           str_m3_o10_o18_pcu_s_ID_416                         1080              93.6000,93.0800,94.0200     23.4990,25.8210,27.5160      1,1,1         O,C,Zn,H,N          
str_m3_o10_o18_pcu_sym.18                           str_m3_o10_o18_pcu_s_ID_417                         972               96.0500,92.3800,92.4200     23.8280,25.5320,27.2750      1,1,1         O,C,Zn,H,I,N        
str_m3_o10_o18_pcu_sym.19                           str_m3_o10_o18_pcu_s_ID_418                         900               92.8900,94.0000,94.0900     23.4450,25.6990,27.3310      1,1,1         O,C,Zn,H,Br,N       
