MaterialsName                10.0kPa        
str_m1_o10_o16_pcu_s_ID_33    0.9649         
str_m1_o10_o16_pcu_s_ID_34    0.1760         
str_m1_o10_o16_pcu_s_ID_35    0.3225         
str_m1_o10_o16_pcu_s_ID_36    0.0386         
str_m1_o10_o16_pcu_s_ID_37    0.1241         
str_m1_o10_o16_pcu_s_ID_38    0.1013         
str_m1_o10_o16_pcu_s_ID_39    0.4700         
str_m1_o10_o16_pcu_s_ID_4     0.8513         
str_m1_o10_o16_pcu_s_ID_40    0.3316         
str_m1_o10_o16_pcu_s_ID_41    0.0423         
str_m1_o10_o16_pcu_s_ID_42    0.1594         
str_m1_o10_o16_pcu_s_ID_43    0.2059         
str_m1_o10_o16_pcu_s_ID_44    4.3696         
str_m1_o10_o16_pcu_s_ID_45    1.2449         
str_m1_o10_o16_pcu_s_ID_46    0.0188         
str_m1_o10_o16_pcu_s_ID_47    0.1592         
str_m1_o10_o16_pcu_s_ID_48    0.4617         
str_m1_o10_o16_pcu_s_ID_49    0.0694         
str_m1_o10_o16_pcu_s_ID_5     0.0425         
str_m1_o10_o16_pcu_s_ID_50    0.3155         
str_m1_o10_o16_pcu_s_ID_51    0.0758         
str_m1_o10_o16_pcu_s_ID_52    0.6682         
str_m1_o10_o16_pcu_s_ID_53    0.1398         
str_m1_o10_o16_pcu_s_ID_54    0.8667         
str_m1_o10_o16_pcu_s_ID_55    1.1325         
str_m1_o10_o16_pcu_s_ID_56    0.2715         
str_m1_o10_o16_pcu_s_ID_57    1.4087         
str_m1_o10_o16_pcu_s_ID_58    0.0378         
str_m1_o10_o16_pcu_s_ID_59    0.1274         
str_m1_o10_o16_pcu_s_ID_6     0.7172         
str_m1_o10_o16_pcu_s_ID_60    0.0455         
str_m1_o10_o16_pcu_s_ID_61    0.0200         
str_m1_o10_o16_pcu_s_ID_62    0.3403         
str_m1_o10_o16_pcu_s_ID_63    0.0000         
str_m1_o10_o16_pcu_s_ID_64    0.2807         
str_m1_o10_o16_pcu_s_ID_65    0.4817         
str_m1_o10_o16_pcu_s_ID_66    0.0083         
str_m1_o10_o16_pcu_s_ID_67    0.0272         
str_m1_o10_o16_pcu_s_ID_68    0.2148         
str_m1_o10_o16_pcu_s_ID_69    0.0852         
str_m1_o10_o16_pcu_s_ID_7     0.6956         
str_m1_o10_o16_pcu_s_ID_70    0.1593         
str_m1_o10_o16_pcu_s_ID_71    0.5306         
str_m1_o10_o16_pcu_s_ID_72    0.1319         
str_m1_o10_o16_pcu_s_ID_73    0.2950         
str_m1_o10_o16_pcu_s_ID_74    0.4485         
str_m1_o10_o16_pcu_s_ID_75    0.1968         
str_m1_o10_o16_pcu_s_ID_76    2.3606         
str_m1_o10_o16_pcu_s_ID_77    0.3790         
str_m1_o10_o16_pcu_s_ID_78    0.2389         
str_m1_o10_o16_pcu_s_ID_79    0.8957         
str_m1_o10_o16_pcu_s_ID_8     0.6192         
str_m1_o10_o16_pcu_s_ID_80    0.2830         
str_m1_o10_o16_pcu_s_ID_81    0.0335         
str_m1_o10_o16_pcu_s_ID_82    1.9676         
str_m1_o10_o16_pcu_s_ID_83    0.5251         
str_m1_o10_o16_pcu_s_ID_84    0.0763         
str_m1_o10_o16_pcu_s_ID_85    0.2163         
str_m1_o10_o16_pcu_s_ID_86    0.0180         
str_m1_o10_o16_pcu_s_ID_87    0.0301         
str_m1_o10_o16_pcu_s_ID_88    0.9701         
str_m1_o10_o16_pcu_s_ID_89    0.3433         
str_m1_o10_o16_pcu_s_ID_9     0.0920         
str_m1_o10_o16_pcu_s_ID_90    0.1898         
str_m1_o10_o16_pcu_s_ID_91    0.0002         
str_m1_o10_o16_pcu_s_ID_92    0.0301         
str_m1_o10_o16_pcu_s_ID_93    1.0000         
str_m1_o10_o16_pcu_s_ID_94    0.0739         
str_m1_o10_o16_pcu_s_ID_95    1.3963         
str_m1_o10_o16_pcu_s_ID_96    1.1555         
str_m1_o10_o16_pcu_s_ID_97    0.1215         
str_m1_o10_o16_pcu_s_ID_98    0.3739         
str_m1_o10_o16_pcu_s_ID_99    0.0236         
str_m1_o10_o18_pcu_s_ID_265   0.1530         
str_m1_o10_o18_pcu_s_ID_266   1.1278         
str_m1_o10_o18_pcu_s_ID_267   3.9078         
str_m1_o10_o18_pcu_s_ID_268   0.0678         
str_m1_o10_o18_pcu_s_ID_269   0.0503         
str_m1_o10_o18_pcu_s_ID_270   0.4140         
str_m1_o10_o18_pcu_s_ID_271   0.3021         
str_m1_o10_o18_pcu_s_ID_272   0.8266         
str_m1_o10_o18_pcu_s_ID_273   4.0407         
str_m1_o10_o18_pcu_s_ID_274   1.6717         
str_m1_o10_o18_pcu_s_ID_275   0.8309         
str_m1_o10_o18_pcu_s_ID_276   0.6633         
str_m1_o10_o18_pcu_s_ID_277   0.6629         
str_m1_o10_o18_pcu_s_ID_278   0.0118         
str_m1_o10_o18_pcu_s_ID_279   0.9324         
