	Di	Df	Dif	Unitcell_volume:	Density:	ASA_A^2:	ASA_m^2/cm^3:	ASA_m^2/g:	NASA_A^2:	NASA_m^2/cm^3:	NASA_m^2/g:	AV_A^3:	AV_Volume_fraction:	AV_cm^3/g:	NAV_A^3:	NAV_Volume_fraction:	NAV_cm^3/g:
str_m3_o1_o10_pcu_sym.158.res	4.20574	1.93195	4.20554	24544.7	1.31049	0	0	0	1091.83	444.832	339.441	0	0	0	225.32	0.00918	0.007005
str_m3_o1_o10_pcu_sym.159.res	6.72606	5.34247	6.72534	24441.6	1.00362	5210.64	2131.87	2124.18	0	0	0	4053.89	0.16586	0.165261	0	0	0
str_m3_o1_o10_pcu_sym.16.res	5.47732	3.18008	5.47702	24133.8	1.2284	2939	1217.79	991.367	1.01091	0.418876	0.340994	1159.39	0.04804	0.039108	0	0	0
str_m3_o1_o10_pcu_sym.160.res	3.57588	2.96169	3.57446	25099	1.62435	1151.92	458.951	282.545	57.4155	22.8756	14.0829	153.606	0.00612	0.003768	1.50594	0.00006	0.000037
str_m3_o1_o10_pcu_sym.161.res	4.70736	4.0899	4.70735	24501.7	1.2024	5172.28	2110.98	1755.64	0	0	0	2203.69	0.08994	0.0748	0	0	0
str_m3_o1_o10_pcu_sym.162.res	4.9992	3.20134	4.99916	24456.1	1.27826	3187.51	1303.36	1019.64	0	0	0	1149.93	0.04702	0.036784	0	0	0
str_m3_o1_o10_pcu_sym.163.res	5.37873	3.20433	5.37873	24330.8	1.53802	5088.35	2091.32	1359.74	0	0	0	2295.37	0.09434	0.061338	0	0	0
str_m3_o1_o10_pcu_sym.164.res	5.50952	4.17057	5.50951	24311.8	1.00517	6408.61	2636	2622.44	0	0	0	4049.86	0.16658	0.165723	0	0	0
str_m3_o1_o10_pcu_sym.165.res	4.6358	3.06923	4.62599	24095.1	1.17799	4561.5	1893.12	1607.07	0	0	0	1420.16	0.05894	0.050034	0	0	0
str_m3_o1_o10_pcu_sym.166.res	5.40251	3.27776	5.40242	24051	1.20431	4091.12	1701.02	1412.44	0	0	0	1525.8	0.06344	0.052678	0	0	0
str_m3_o1_o10_pcu_sym.167.res	7.28451	5.26909	7.28407	24235.3	0.904712	6174.3	2547.65	2815.98	0	0	0	5963.83	0.24608	0.271998	0	0	0
str_m3_o1_o10_pcu_sym.168.res	4.12891	3.38767	4.12888	24155.1	1.68701	2361.52	977.648	579.516	412.94	170.953	101.335	707.261	0.02928	0.017356	50.2426	0.00208	0.001233
str_m3_o1_o10_pcu_sym.169.res	5.24075	3.31438	5.24075	24635.8	1.38564	2757.18	1119.18	807.698	0	0	0	1059.34	0.043	0.031033	0	0	0
str_m3_o1_o10_pcu_sym.17.res	4.49062	3.2527	4.44941	24428.9	2.74601	2322.64	950.777	346.24	83.4344	34.154	12.4377	594.111	0.02432	0.008856	3.42004	0.00014	0.000051
str_m3_o1_o10_pcu_sym.170.res	5.24826	1.48318	5.24815	24386.1	1.34614	0	0	0	2191.53	898.679	667.596	0	0	0	910.088	0.03732	0.027724
str_m3_o1_o10_pcu_sym.171.res	6.43354	4.0523	6.43353	24176.6	1.10708	6120.26	2531.48	2286.63	0	0	0	4415.13	0.18262	0.164956	0	0	0
str_m3_o1_o10_pcu_sym.172.res	6.39889	4.83878	6.3953	24230.3	0.964106	6245.46	2577.54	2673.5	0	0	0	5265.25	0.2173	0.22539	0	0	0
str_m3_o1_o10_pcu_sym.173.res	5.40324	3.69717	5.40288	24151.7	1.07507	5518.79	2285.05	2125.49	0	0	0	2818.98	0.11672	0.10857	0	0	0
str_m3_o1_o10_pcu_sym.174.res	6.13074	4.72365	6.13074	24042.4	1.20622	5468.96	2274.71	1885.82	0	0	0	3958.83	0.16466	0.136509	0	0	0
str_m3_o1_o10_pcu_sym.175.res	4.74735	3.39455	4.72095	24096.1	1.24149	3702.44	1536.53	1237.65	0	0	0	1358.54	0.05638	0.045413	0	0	0
str_m3_o1_o10_pcu_sym.176.res	5.35167	3.81705	5.29196	24407.6	1.28434	4133.03	1693.33	1318.44	0	0	0	2271.38	0.09306	0.072457	0	0	0
str_m3_o1_o10_pcu_sym.177.res	5.36	3.23359	5.35989	24288	1.2574	4894.03	2015	1602.51	0	0	0	2231.09	0.09186	0.073055	0	0	0
str_m3_o1_o10_pcu_sym.178.res	6.33573	5.02424	6.33566	24286.4	1.35643	4396.41	1810.24	1334.56	0	0	0	3186.86	0.13122	0.096739	0	0	0
str_m3_o1_o10_pcu_sym.179.res	5.57995	4.10656	5.57942	24077.4	1.02248	5870.12	2438.02	2384.41	0	0	0	3254.78	0.13518	0.132208	0	0	0
str_m3_o1_o10_pcu_sym.18.res	5.34542	3.6221	5.34219	24146	1.24226	4818.78	1995.68	1606.49	0	0	0	2587.48	0.10716	0.086262	0	0	0
str_m3_o1_o10_pcu_sym.180.res	4.51592	3.4436	4.5134	24315.6	1.58707	3644.5	1498.83	944.399	0	0	0	824.3	0.0339	0.02136	0	0	0
str_m3_o1_o10_pcu_sym.181.res	5.46441	4.34939	5.46428	24463.2	1.05053	5050.85	2064.67	1965.36	0	0	0	2955.15	0.1208	0.114989	0	0	0
str_m3_o1_o10_pcu_sym.182.res	3.84069	2.38321	3.84058	24241.9	1.33414	0	0	0	782.26	322.689	241.872	0	0	0	103.27	0.00426	0.003193
str_m3_o1_o10_pcu_sym.183.res	6.53185	5.2748	6.53177	24248.3	1.03728	6017.51	2481.62	2392.43	0	0	0	5182.83	0.21374	0.206058	0	0	0
str_m3_o1_o10_pcu_sym.184.res	4.94541	3.00543	4.94533	24165.5	1.16757	2884.27	1193.55	1022.25	0	0	0	981.119	0.0406	0.034773	0	0	0
str_m3_o1_o10_pcu_sym.185.res	6.2885	4.49607	6.28383	24237.1	1.09127	5335.03	2201.18	2017.08	0	0	0	3953.08	0.1631	0.149459	0	0	0
str_m3_o1_o10_pcu_sym.186.res	4.7973	4.21676	4.79694	24484.3	1.14122	4470.53	1825.88	1599.93	0	0	0	1811.35	0.07398	0.064825	0	0	0
str_m3_o1_o10_pcu_sym.187.res	5.13004	3.94391	5.03903	24208.9	1.20225	5436.28	2245.57	1867.81	0	0	0	2448.01	0.10112	0.084109	0	0	0
str_m3_o1_o10_pcu_sym.188.res	4.46294	2.46407	4.43168	24170.8	1.30072	0	0	0	2359.24	976.073	750.407	0	0	0	691.284	0.0286	0.021988
str_m3_o1_o10_pcu_sym.189.res	6.47986	3.76587	6.47983	24126.1	0.964612	6071.11	2516.41	2608.72	0	0	0	4310.86	0.17868	0.185235	0	0	0
str_m3_o1_o10_pcu_sym.19.res	3.78049	2.09666	3.63445	24117.1	1.34104	0	0	0	448.42	185.934	138.65	0	0	0	89.7158	0.00372	0.002774
str_m3_o1_o10_pcu_sym.190.res	3.79421	3.10518	3.79421	24628.6	2.08406	1577.08	640.343	307.257	160.172	65.035	31.2059	285.692	0.0116	0.005566	16.2549	0.00066	0.000317
str_m3_o1_o10_pcu_sym.191.res	3.30466	1.40154	3.30427	25592.4	1.62818	0	0	0	96.3343	37.6418	23.1189	0	0	0	6.65403	0.00026	0.00016
str_m3_o1_o10_pcu_sym.192.res	5.43014	4.29859	5.4301	24038.5	1.14894	4435.01	1844.96	1605.79	0	0	0	2288.95	0.09522	0.082876	0	0	0
str_m3_o1_o10_pcu_sym.193.res	3.99331	2.09346	3.9931	24430.5	1.32383	0	0	0	1066.87	436.696	329.872	0	0	0	206.194	0.00844	0.006375
str_m3_o1_o10_pcu_sym.194.res	5.71685	4.75419	5.71662	24249.1	1.19594	6120.83	2524.15	2110.59	0	0	0	4248.92	0.17522	0.146512	0	0	0
str_m3_o1_o10_pcu_sym.196.res	7.05397	4.82611	7.05326	24226.3	0.971636	6126.85	2529.01	2602.84	0	0	0	5574.95	0.23012	0.236838	0	0	0
str_m3_o1_o10_pcu_sym.197.res	4.86108	3.30829	4.86095	24221.1	1.12028	4193.04	1731.15	1545.29	0	0	0	1438.25	0.05938	0.053005	0	0	0
str_m3_o1_o10_pcu_sym.198.res	5.27452	3.07416	5.27447	24102.8	1.12576	3232.42	1341.1	1191.28	0	0	0	1292.88	0.05364	0.047648	0	0	0
str_m3_o1_o10_pcu_sym.199.res	4.71301	3.41324	4.70715	24156.9	1.23437	3381.38	1399.76	1133.99	125.764	52.0613	42.1766	1189	0.04922	0.039875	7.24708	0.0003	0.000243
str_m3_o1_o10_pcu_sym.2.res	5.98816	3.64186	5.98795	24240.7	1.34844	3723.26	1535.96	1139.06	0	0	0	1963.98	0.08102	0.060084	0	0	0
str_m3_o1_o10_pcu_sym.20.res	5.67366	3.42232	5.67365	24158.1	1.12318	4036.58	1670.9	1487.65	0	0	0	1788.66	0.07404	0.06592	0	0	0
str_m3_o1_o10_pcu_sym.200.res	3.88607	1.05916	3.88499	24939.9	1.51271	0	0	0	547.757	219.631	145.191	0	0	0	111.731	0.00448	0.002962
str_m3_o1_o10_pcu_sym.201.res	4.80362	3.17295	4.80351	24399.2	1.28486	2945.58	1207.25	939.593	0	0	0	1002.81	0.0411	0.031988	0	0	0
str_m3_o1_o10_pcu_sym.202.res	4.32671	3.62019	4.30298	24832.2	1.295	3350.14	1349.11	1041.79	0	0	0	1112.98	0.04482	0.03461	0	0	0
str_m3_o1_o10_pcu_sym.203.res	6.55532	5.31307	6.55522	24392.3	1.09729	5842.92	2395.4	2183.01	0	0	0	5040.9	0.20666	0.188336	0	0	0
str_m3_o1_o10_pcu_sym.204.res	5.47732	3.85363	5.47731	24338.2	1.51976	3951.97	1623.77	1068.44	0	0	0	2021.53	0.08306	0.054653	0	0	0
str_m3_o1_o10_pcu_sym.205.res	3.62582	2.89155	3.42867	24404.1	1.98549	1025.56	420.239	211.655	446.214	182.844	92.0899	100.545	0.00412	0.002075	81.9979	0.00336	0.001692
str_m3_o1_o10_pcu_sym.206.res	5.68193	5.09805	5.50142	24187.9	1.11432	4379.68	1810.69	1624.92	0	0	0	2913.68	0.12046	0.108101	0	0	0
str_m3_o1_o10_pcu_sym.207.res	5.32857	2.81967	5.32857	24004	1.07432	4109.38	1711.96	1593.53	0	0	0	1769.1	0.0737	0.068602	0	0	0
str_m3_o1_o10_pcu_sym.208.res	4.72679	3.23523	4.72677	24198.8	1.22892	3048.61	1259.82	1025.14	0	0	0	967.953	0.04	0.032549	0	0	0
str_m3_o1_o10_pcu_sym.209.res	5.47802	2.78663	5.46344	24400.6	1.44988	0	0	0	2558.2	1048.42	723.108	0	0	0	1211.73	0.04966	0.034251
str_m3_o1_o10_pcu_sym.21.res	5.18031	3.72826	5.16774	24315.3	1.27796	4012.51	1650.2	1291.27	0	0	0	1823.16	0.07498	0.058672	0	0	0
str_m3_o1_o10_pcu_sym.211.res	4.17242	2.36729	4.1717	24382.9	1.56856	0	0	0	2015.94	826.784	527.096	0	0	0	464.25	0.01904	0.012138
str_m3_o1_o10_pcu_sym.212.res	5.98122	4.31693	5.81135	24215.7	1.06841	5831.8	2408.27	2254.08	0	0	0	3490.94	0.14416	0.13493	0	0	0
str_m3_o1_o10_pcu_sym.213.res	5.25448	2.71813	5.18612	23991.5	1.131	0	0	0	3361.32	1401.04	1238.77	0	0	0	1208.21	0.05036	0.044527
str_m3_o1_o10_pcu_sym.214.res	4.86361	3.88952	4.86331	24259.6	1.23676	3459.25	1425.93	1152.96	0	0	0	1592.89	0.06566	0.05309	0	0	0
str_m3_o1_o10_pcu_sym.216.res	4.89154	3.84028	4.89154	24220.4	2.30355	3974.92	1641.15	712.441	0	0	0	1621.31	0.06694	0.029059	0	0	0
str_m3_o1_o10_pcu_sym.217.res	4.58898	2.48366	4.58881	24020.3	1.18199	0	0	0	2278.46	948.558	802.509	0	0	0	672.568	0.028	0.023689
str_m3_o1_o10_pcu_sym.218.res	5.46245	2.85463	5.46245	24002.3	1.1268	3595.23	1497.87	1329.32	0	0	0	1624.47	0.06768	0.060064	0	0	0
str_m3_o1_o10_pcu_sym.219.res	4.52478	2.46234	4.49571	24439.1	1.48468	0	0	0	3062.46	1253.1	844.017	0	0	0	972.678	0.0398	0.026807
str_m3_o1_o10_pcu_sym.22.res	3.20552	2.07017	3.20525	24202.4	1.39194	0	0	0	210.206	86.8535	62.3974	0	0	0	13.5533	0.00056	0.000402
str_m3_o1_o10_pcu_sym.220.res	5.68011	4.59222	5.68011	24092.9	1.14267	4692.63	1947.73	1704.54	0	0	0	3067.99	0.12734	0.111441	0	0	0
str_m3_o1_o10_pcu_sym.221.res	5.05418	3.86944	4.98775	24266.3	1.11056	5501.57	2267.16	2041.46	0	0	0	2607.66	0.10746	0.096762	0	0	0
str_m3_o1_o10_pcu_sym.222.res	3.42542	2.22148	3.41137	24673.4	2.10959	0	0	0	503.53	204.078	96.7384	0	0	0	43.4251	0.00176	0.000834
str_m3_o1_o10_pcu_sym.223.res	5.85697	4.64221	5.8467	24254.7	1.07034	5731.79	2363.17	2207.86	0	0	0	4188.3	0.17268	0.161332	0	0	0
str_m3_o1_o10_pcu_sym.224.res	5.25382	3.77082	5.25377	24169.3	1.84134	4854.62	2008.59	1090.83	0	0	0	1972.22	0.0816	0.044316	0	0	0
str_m3_o1_o10_pcu_sym.23.res	6.26164	4.95667	6.26163	24072.6	1.30146	4829.93	2006.4	1541.65	0	0	0	3328.28	0.13826	0.106234	0	0	0
str_m3_o1_o10_pcu_sym.24.res	5.15588	3.76608	5.14715	24113.5	1.1251	4333.69	1797.21	1597.38	1.40243	0.581596	0.516929	2005.28	0.08316	0.073913	0	0	0
str_m3_o1_o10_pcu_sym.25.res	4.25664	3.04695	4.25654	24292.1	1.64821	2368.64	975.064	591.588	106.664	43.9089	26.6403	558.718	0.023	0.013954	9.231	0.00038	0.000231
str_m3_o1_o10_pcu_sym.26.res	3.88195	2.52571	3.88191	24469.3	1.61088	0	0	0	1041.72	425.724	264.28	0	0	0	188.413	0.0077	0.00478
str_m3_o1_o10_pcu_sym.27.res	6.16927	4.88806	6.16927	24117.3	1.16527	5247.33	2175.75	1867.16	0	0	0	3466.14	0.14372	0.123336	0	0	0
str_m3_o1_o10_pcu_sym.28.res	5.91005	5.01299	5.89616	24077.8	1.01511	4968.15	2063.38	2032.67	0	0	0	3067.51	0.1274	0.125504	0	0	0
str_m3_o1_o10_pcu_sym.29.res	4.93531	3.71536	4.93531	24077.9	1.07452	6026.16	2502.77	2329.2	0	0	0	2537.33	0.10538	0.098072	0	0	0
str_m3_o1_o10_pcu_sym.3.res	7.28364	5.26902	7.28364	24233.5	0.90478	6188.98	2553.89	2822.67	0	0	0	5965.8	0.24618	0.272088	0	0	0
str_m3_o1_o10_pcu_sym.30.res	3.84934	2.64264	3.84933	24237.8	1.31186	0	0	0	2507.89	1034.71	788.731	0	0	0	466.819	0.01926	0.014681
str_m3_o1_o10_pcu_sym.31.res	5.81292	4.57564	5.81183	24150.5	1.17507	6124.84	2536.11	2158.26	0	0	0	3894.99	0.16128	0.137251	0	0	0
str_m3_o1_o10_pcu_sym.32.res	4.1966	3.04958	4.196	24128.9	1.21016	2687.24	1113.7	920.294	0	0	0	646.172	0.02678	0.022129	0	0	0
str_m3_o1_o10_pcu_sym.33.res	3.70985	2.71325	3.70966	25265.8	1.52152	0	0	0	1109.7	439.208	288.664	0	0	0	199.095	0.00788	0.005179
str_m3_o1_o10_pcu_sym.34.res	5.32006	3.74131	5.31998	24289.8	1.8322	5096.59	2098.24	1145.2	0	0	0	2496.51	0.10278	0.056096	0	0	0
str_m3_o1_o10_pcu_sym.35.res	4.06844	2.69788	4.06803	24393.3	1.55685	0	0	0	1805.28	740.07	475.364	0	0	0	319.065	0.01308	0.008402
str_m3_o1_o10_pcu_sym.36.res	4.26241	3.09399	4.26225	24867.6	1.40141	2164.81	870.536	621.187	0	0	0	502.326	0.0202	0.014414	0	0	0
str_m3_o1_o10_pcu_sym.37.res	5.50213	3.3623	5.50213	24165.9	1.34167	3064.14	1267.96	945.061	0	0	0	1219.9	0.05048	0.037625	0	0	0
str_m3_o1_o10_pcu_sym.38.res	5.0972	4.33576	4.73132	24559.1	1.31268	4234.69	1724.29	1313.56	0	0	0	2159.23	0.08792	0.066977	0	0	0
str_m3_o1_o10_pcu_sym.39.res	5.12989	3.58656	5.11953	24728.3	1.95231	3530.14	1427.57	731.221	0	0	0	1452.54	0.05874	0.030087	0	0	0
str_m3_o1_o10_pcu_sym.4.res	4.21564	2.0183	4.21554	24250.5	1.28546	0	0	0	2055.81	847.739	659.482	0	0	0	452.03	0.01864	0.014501
str_m3_o1_o10_pcu_sym.40.res	4.87219	3.65398	4.87219	24445.5	1.63732	3515.88	1438.25	878.417	0	0	0	1210.05	0.0495	0.030232	0	0	0
str_m3_o1_o10_pcu_sym.41.res	4.60039	2.69425	4.58522	24201.1	1.29538	0	0	0	2879.69	1189.9	918.575	0	0	0	881.888	0.03644	0.028131
str_m3_o1_o10_pcu_sym.42.res	6.3973	4.62528	6.39729	24041.1	1.01666	5074.98	2110.96	2076.37	0	0	0	3704.26	0.15408	0.151556	0	0	0
str_m3_o1_o10_pcu_sym.43.res	6.11103	4.31088	6.11097	24203.6	1.37232	5364.46	2216.39	1615.07	0	0	0	3877.9	0.16022	0.116752	0	0	0
str_m3_o1_o10_pcu_sym.44.res	4.54525	2.77548	4.54521	24109.8	1.19245	0	0	0	3299.61	1368.57	1147.7	0	0	0	1072.89	0.0445	0.037318
str_m3_o1_o10_pcu_sym.45.res	4.25907	3.06528	4.25887	24627.8	1.31686	1950.06	791.813	601.29	0	0	0	563.484	0.02288	0.017375	0	0	0
str_m3_o1_o10_pcu_sym.46.res	7.28408	5.2687	7.28403	24234.9	0.904726	6181.18	2550.52	2819.11	0	0	0	5965.67	0.24616	0.272082	0	0	0
str_m3_o1_o10_pcu_sym.47.res	5.75987	4.28895	5.75964	24256.5	1.01128	5662.28	2334.34	2308.3	0	0	0	3685.04	0.15192	0.150225	0	0	0
str_m3_o1_o10_pcu_sym.48.res	4.76032	3.97971	4.74793	24391.5	2.0223	2508.62	1028.48	508.571	336.414	137.923	68.201	960.537	0.03938	0.019473	32.6846	0.00134	0.000663
str_m3_o1_o10_pcu_sym.49.res	5.57959	4.2793	5.57747	24425.2	1.21335	5446.66	2229.93	1837.83	0	0	0	3104.94	0.12712	0.104768	0	0	0
str_m3_o1_o10_pcu_sym.5.res	6.34975	5.25234	6.34677	24292.5	1.1938	6158.7	2535.22	2123.65	0	0	0	4538.82	0.18684	0.156508	0	0	0
str_m3_o1_o10_pcu_sym.50.res	5.18308	2.49712	5.18287	24354.3	1.22472	0	0	0	2590.06	1063.49	868.358	0	0	0	1050.16	0.04312	0.035208
str_m3_o1_o10_pcu_sym.51.res	6.03919	4.78021	6.03717	24161.3	1.11555	4262.62	1764.24	1581.49	0	0	0	3013.39	0.12472	0.111801	0	0	0
str_m3_o1_o10_pcu_sym.52.res	7.09906	4.67108	7.0989	24331	0.95285	5644.05	2319.7	2434.49	0	0	0	4717.29	0.19388	0.203474	0	0	0
str_m3_o1_o10_pcu_sym.53.res	6.94694	4.0538	6.93702	24162.3	0.97421	6246.75	2585.33	2653.77	0	0	0	5291.54	0.219	0.224798	0	0	0
str_m3_o1_o10_pcu_sym.54.res	4.91489	2.75845	4.91489	24320.9	1.57256	0	0	0	2461.91	1012.26	643.701	0	0	0	929.06	0.0382	0.024292
str_m3_o1_o10_pcu_sym.55.res	4.34086	2.80994	4.34084	24171.1	1.18932	3072.79	1271.27	1068.9	0.73864	0.305588	0.256944	714.014	0.02954	0.024838	0	0	0
str_m3_o1_o10_pcu_sym.56.res	4.49712	3.04573	4.49706	24460.7	1.24123	3853.86	1575.53	1269.33	0	0	0	1197.11	0.04894	0.039429	0	0	0
str_m3_o1_o10_pcu_sym.57.res	3.93926	2.39111	3.86217	24334.6	1.50576	0	0	0	1563.29	642.412	426.637	0	0	0	328.518	0.0135	0.008966
str_m3_o1_o10_pcu_sym.58.res	4.97592	3.80732	4.97588	24657.8	1.90672	4766.84	1933.2	1013.88	0	0	0	2063.86	0.0837	0.043897	0	0	0
str_m3_o1_o10_pcu_sym.59.res	5.21664	3.8019	5.21658	24059.5	1.01571	6687.12	2779.4	2736.4	0	0	0	3357.75	0.13956	0.137401	0	0	0
str_m3_o1_o10_pcu_sym.6.res	3.98137	3.08466	3.98123	24531.4	2.45719	1490.27	607.496	247.232	191.97	78.255	31.8474	292.905	0.01194	0.004859	11.2844	0.00046	0.000187
str_m3_o1_o10_pcu_sym.60.res	5.06673	3.86116	5.05347	24128.8	1.7883	4012.01	1662.75	929.791	0	0	0	1537	0.0637	0.03562	0	0	0
str_m3_o1_o10_pcu_sym.61.res	4.72726	3.67397	4.72715	24072.1	1.19432	3363.49	1397.26	1169.92	0	0	0	1247.9	0.05184	0.043406	0	0	0
str_m3_o1_o10_pcu_sym.62.res	5.95858	5.26229	5.95858	24332.2	0.952802	5858.72	2407.8	2527.08	0	0	0	4639.66	0.19068	0.200126	0	0	0
str_m3_o1_o10_pcu_sym.63.res	5.70414	3.55942	5.70392	24450.8	1.1719	3900.82	1595.37	1361.36	0	0	0	1865.6	0.0763	0.065108	0	0	0
str_m3_o1_o10_pcu_sym.64.res	6.90046	5.13332	6.89556	24073.8	0.970372	5889.95	2446.62	2521.32	0	0	0	4843.18	0.20118	0.207322	0	0	0
str_m3_o1_o10_pcu_sym.65.res	5.92166	4.29739	5.92154	24386.6	1.23001	4284.62	1756.96	1428.41	0	0	0	2831.28	0.1161	0.09439	0	0	0
str_m3_o1_o10_pcu_sym.66.res	6.0503	4.87881	6.0501	24298.8	1.36694	6203.74	2553.1	1867.76	0	0	0	3979.18	0.16376	0.119801	0	0	0
str_m3_o1_o10_pcu_sym.67.res	7.28396	5.2691	7.2839	24234.9	0.904727	6192.07	2555.02	2824.08	0	0	0	5966.63	0.2462	0.272126	0	0	0
str_m3_o1_o10_pcu_sym.68.res	4.57055	2.69604	4.57043	24466.8	1.54164	0	0	0	2538.33	1037.46	672.958	0	0	0	652.773	0.02668	0.017306
str_m3_o1_o10_pcu_sym.69.res	4.40104	2.98487	4.40078	24480.9	1.30996	1828.71	746.993	570.241	0	0	0	490.598	0.02004	0.015298	0	0	0
str_m3_o1_o10_pcu_sym.7.res	3.58483	1.92867	3.58483	24189.8	1.81793	0	0	0	973.234	402.332	221.313	0	0	0	127.722	0.00528	0.002904
str_m3_o1_o10_pcu_sym.70.res	6.31379	4.02275	6.31374	24297.3	1.06482	5277.98	2172.25	2040.02	0	0	0	3771.91	0.15524	0.14579	0	0	0
str_m3_o1_o10_pcu_sym.71.res	4.85842	3.34192	4.79486	24263.6	1.1183	4429.83	1825.71	1632.58	0	0	0	1826.56	0.07528	0.067317	0	0	0
str_m3_o1_o10_pcu_sym.72.res	4.92038	3.77071	4.92019	24289.3	1.1244	4681.44	1927.37	1714.14	0	0	0	2085.96	0.08588	0.076379	0	0	0
str_m3_o1_o10_pcu_sym.73.res	6.54651	5.52327	6.54643	24064.1	1.09	5177.53	2151.56	1973.91	0	0	0	4255.49	0.17684	0.162239	0	0	0
str_m3_o1_o10_pcu_sym.74.res	5.90243	4.42458	5.90228	24398.4	1.10455	5485.03	2248.11	2035.32	0	0	0	3051.26	0.12506	0.113223	0	0	0
str_m3_o1_o10_pcu_sym.75.res	5.63221	4.25801	5.63214	24087.1	1.03851	6493.28	2695.75	2595.79	0	0	0	3841.89	0.1595	0.153586	0	0	0
str_m3_o1_o10_pcu_sym.76.res	5.82426	5.00384	5.80529	24299	1.24187	4493.11	1849.1	1488.96	0	0	0	2736.06	0.1126	0.09067	0	0	0
str_m3_o1_o10_pcu_sym.77.res	4.72925	2.87436	4.71463	24312.7	1.60316	1847.85	760.034	474.086	0	0	0	447.84	0.01842	0.01149	0	0	0
str_m3_o1_o10_pcu_sym.78.res	4.49067	2.8909	4.49059	24056.5	1.19509	2988.48	1242.28	1039.49	0	0	0	909.334	0.0378	0.031629	0	0	0
str_m3_o1_o10_pcu_sym.79.res	5.88167	3.73055	5.8816	24525.5	1.07689	5524.64	2252.61	2091.78	0	0	0	3358.52	0.13694	0.127163	0	0	0
str_m3_o1_o10_pcu_sym.8.res	5.66815	4.68947	5.66812	24311.4	1.36991	5058.19	2080.58	1518.78	0	0	0	2581.39	0.10618	0.077509	0	0	0
str_m3_o1_o10_pcu_sym.80.res	4.9841	3.88344	4.98406	24320.6	1.05669	4842.02	1990.91	1884.1	0	0	0	2199.56	0.09044	0.085588	0	0	0
str_m3_o1_o10_pcu_sym.81.res	4.75119	3.48682	4.74537	24252.3	1.15943	4597.91	1895.87	1635.17	0	0	0	1558.45	0.06426	0.055424	0	0	0
str_m3_o1_o10_pcu_sym.82.res	6.19278	5.03808	6.19277	24205.1	1.08365	5830.59	2408.83	2222.89	0	0	0	3776.48	0.15602	0.143977	0	0	0
str_m3_o1_o10_pcu_sym.83.res	7.09899	4.67101	7.09645	24330.9	0.952851	5640.51	2318.25	2432.96	0	0	0	4718.26	0.19392	0.203515	0	0	0
str_m3_o1_o10_pcu_sym.84.res	5.27074	2.76301	5.26892	24143.1	1.24273	0	0	0	2909.19	1204.98	969.627	0	0	0	1396.92	0.05786	0.046559
str_m3_o1_o10_pcu_sym.85.res	6.23779	5.23564	6.23766	24346.8	1.06629	5770.73	2370.23	2222.86	0	0	0	4334.21	0.17802	0.166952	0	0	0
str_m3_o1_o10_pcu_sym.86.res	4.31914	3.47886	4.31909	24234.7	1.1863	3401.19	1403.44	1183.04	0	0	0	881.657	0.03638	0.030667	0	0	0
str_m3_o1_o10_pcu_sym.87.res	5.53685	3.42468	5.53683	24416.6	1.28396	3254.01	1332.7	1037.96	0	0	0	1423	0.05828	0.045391	0	0	0
str_m3_o1_o10_pcu_sym.88.res	4.50534	3.91699	4.50412	24644.3	1.37008	3836.31	1556.67	1136.19	0	0	0	1189.34	0.04826	0.035224	0	0	0
str_m3_o1_o10_pcu_sym.89.res	3.74911	2.28739	3.74907	24661.9	1.82778	0	0	0	915.752	371.322	203.154	0	0	0	121.83	0.00494	0.002703
str_m3_o1_o10_pcu_sym.9.res	3.81758	3.09292	3.8138	24521.6	1.60722	1616.9	659.376	410.258	0.752234	0.306763	0.190866	260.42	0.01062	0.006608	0	0	0
str_m3_o1_o10_pcu_sym.90.res	4.50666	3.29533	4.48371	24432.8	1.69003	2640.17	1080.58	639.388	1.84652	0.755756	0.447185	900.105	0.03684	0.021798	0	0	0
str_m3_o1_o10_pcu_sym.91.res	5.12061	3.48956	5.11942	24249.1	1.17816	3655.01	1507.28	1279.35	0	0	0	1342.91	0.05538	0.047005	0	0	0
str_m3_o1_o10_pcu_sym.92.res	4.67951	3.2253	4.67429	24217.6	1.49827	3305.42	1364.89	910.977	0	0	0	1121.27	0.0463	0.030902	0	0	0
str_m3_o1_o10_pcu_sym.93.res	5.94928	4.9025	5.94813	24008.9	1.38344	5280.47	2199.38	1589.79	0	0	0	3681.05	0.15332	0.110825	0	0	0
str_m3_o1_o10_pcu_sym.94.res	5.2541	2.71803	5.24292	23992.2	1.13096	0	0	0	3363.5	1401.91	1239.57	0	0	0	1206.81	0.0503	0.044475
str_m3_o1_o10_pcu_sym.95.res	5.76038	4.2484	5.76023	24266.7	1.25482	3799.85	1565.87	1247.88	0	0	0	2330.58	0.09604	0.076537	0	0	0
str_m3_o1_o10_pcu_sym.96.res	5.41259	3.78751	5.41235	24293	1.22777	3307.55	1361.52	1108.94	0	0	0	1750.56	0.07206	0.058692	0	0	0
str_m3_o1_o10_pcu_sym.97.res	3.0944	1.75251	2.93717	24525.9	1.42848	0	0	0	53.739	21.9111	15.3388	0	0	0	3.43362	0.00014	0.000098
str_m3_o1_o10_pcu_sym.98.res	4.84882	3.61018	4.8487	24218.8	1.06113	4885.88	2017.39	1901.17	0	0	0	1742.3	0.07194	0.067795	0	0	0
