	Di	Df	Dif	Unitcell_volume:	Density:	ASA_A^2:	ASA_m^2/cm^3:	ASA_m^2/g:	NASA_A^2:	NASA_m^2/cm^3:	NASA_m^2/g:	AV_A^3:	AV_Volume_fraction:	AV_cm^3/g:	NAV_A^3:	NAV_Volume_fraction:	NAV_cm^3/g:
str_m3_o10_o16_pcu_sym.130.res	3.71295	2.56378	3.71295	14299	1.64073	0	0	0	488.62	341.715	208.271	0	0	0	62.9158	0.0044	0.002682
str_m3_o10_o16_pcu_sym.131.res	5.04785	4.06271	5.04785	14790.8	1.28522	3249.51	2196.98	1709.42	0	0	0	1566.64	0.10592	0.082414	0	0	0
str_m3_o10_o16_pcu_sym.132.res	4.40841	3.6206	4.25995	14288	1.18852	2416.62	1691.36	1423.08	2.26017	1.58187	1.33095	719.544	0.05036	0.042372	0	0	0
str_m3_o10_o16_pcu_sym.133.res	4.53165	3.21684	4.53164	14985.5	1.31491	1751.71	1168.94	888.986	0	0	0	484.931	0.03236	0.02461	0	0	0
str_m3_o10_o16_pcu_sym.134.res	5.18694	4.04899	5.11851	14788	1.25146	2726.12	1843.47	1473.05	0	0	0	1410.48	0.09538	0.076215	0	0	0
str_m3_o10_o16_pcu_sym.135.res	3.50832	2.55555	3.50826	14172.4	2.06383	0	0	0	273.348	192.874	93.4541	0	0	0	22.6758	0.0016	0.000775
str_m3_o10_o16_pcu_sym.136.res	4.36351	2.59333	4.12473	14351.3	2.17161	0	0	0	1022.06	712.172	327.946	0	0	0	247.704	0.01726	0.007948
str_m3_o10_o16_pcu_sym.137.res	5.10376	3.97397	5.09487	14649.9	1.27949	2355.84	1608.08	1256.82	0	0	0	943.456	0.0644	0.050333	0	0	0
str_m3_o10_o16_pcu_sym.138.res	4.90868	3.83554	4.9085	14695.3	1.24719	2329.5	1585.2	1271.02	0	0	0	1026.91	0.06988	0.05603	0	0	0
str_m3_o10_o16_pcu_sym.139.res	4.67002	3.10005	4.24888	14215	1.23963	2201.17	1548.48	1249.15	6.15034	4.32665	3.49028	626.313	0.04406	0.035543	0.5686	0.00004	0.000032
str_m3_o10_o16_pcu_sym.14.res	3.76221	2.3717	3.76205	16023.1	1.43902	0	0	0	830.444	518.28	360.161	0	0	0	144.208	0.009	0.006254
str_m3_o10_o16_pcu_sym.140.res	4.54117	3.05972	4.54112	14653.4	1.21812	2216.63	1512.71	1241.84	0.467477	0.319023	0.261898	575.584	0.03928	0.032246	0	0	0
str_m3_o10_o16_pcu_sym.141.res	5.09732	3.02417	5.09721	14222.7	1.30106	2198.49	1545.76	1188.08	0	0	0	660.787	0.04646	0.035709	0	0	0
str_m3_o10_o16_pcu_sym.142.res	4.99738	3.23379	4.85141	14268.1	1.29692	2129.04	1492.17	1150.55	0	0	0	741.94	0.052	0.040095	0	0	0
str_m3_o10_o16_pcu_sym.143.res	5.30069	3.64516	5.30064	14288.3	1.19055	2705	1893.15	1590.14	0.350607	0.24538	0.206105	920.741	0.06444	0.054126	0	0	0
str_m3_o10_o16_pcu_sym.144.res	3.64278	1.85578	3.64275	14151.7	1.36271	0	0	0	639.359	451.788	331.536	0	0	0	91.9863	0.0065	0.00477
str_m3_o10_o16_pcu_sym.145.res	4.4478	3.45954	4.4478	14332.9	1.38694	2072.52	1445.99	1042.57	0	0	0	714.925	0.04988	0.035964	0	0	0
str_m3_o10_o16_pcu_sym.146.res	4.61916	3.66521	4.61916	14296.1	1.29209	2734.11	1912.49	1480.16	4.1319	2.89024	2.23687	886.928	0.06204	0.048015	0.285921	0.00002	0.000015
str_m3_o10_o16_pcu_sym.147.res	5.30904	3.6407	5.25376	14328.6	1.38324	1674.26	1168.48	844.74	0	0	0	684.907	0.0478	0.034557	0	0	0
str_m3_o10_o16_pcu_sym.149.res	4.60436	3.95058	4.60419	14704.9	1.21386	2645.89	1799.33	1482.32	0	0	0	939.938	0.06392	0.052658	0	0	0
str_m3_o10_o16_pcu_sym.15.res	5.07104	3.98606	5.07087	14685	1.18686	2809.72	1913.32	1612.09	0	0	0	1260.56	0.08584	0.072326	0	0	0
str_m3_o10_o16_pcu_sym.151.res	3.86385	2.68568	3.68335	14264.6	1.49823	0	0	0	1359.81	953.279	636.268	0	0	0	234.795	0.01646	0.010986
str_m3_o10_o16_pcu_sym.153.res	3.74759	2.82566	3.71374	14590.6	1.34234	763.345	523.175	389.748	0	0	0	125.187	0.00858	0.006392	0	0	0
str_m3_o10_o16_pcu_sym.155.res	4.58648	2.81469	3.92861	14384.5	1.21165	2144.71	1490.99	1230.54	0	0	0	502.306	0.03492	0.02882	0	0	0
str_m3_o10_o16_pcu_sym.156.res	5.00799	4.05131	5.00782	14732	1.20762	2332.78	1583.48	1311.24	0	0	0	912.793	0.06196	0.051307	0	0	0
str_m3_o10_o16_pcu_sym.158.res	4.54849	2.80723	4.49305	14202.1	1.42907	1865.94	1313.85	919.372	0.535666	0.377173	0.263929	450.207	0.0317	0.022182	0	0	0
str_m3_o10_o16_pcu_sym.16.res	4.63665	3.02728	4.16819	14219.7	1.23407	2234.93	1571.71	1273.59	0	0	0	552.579	0.03886	0.031489	0	0	0
str_m3_o10_o16_pcu_sym.160.res	5.35345	3.74783	5.35344	14272.6	1.18765	2197.84	1539.91	1296.6	37.4257	26.2222	22.079	849.502	0.05952	0.050116	2.56906	0.00018	0.000152
str_m3_o10_o16_pcu_sym.161.res	5.17251	3.6425	5.08966	14254.7	1.16189	3057.38	2144.81	1845.98	0	0	0	1056.28	0.0741	0.063776	0	0	0
str_m3_o10_o16_pcu_sym.168.res	5.23011	4.07708	5.17818	14801.8	1.16128	3373.09	2278.83	1962.35	0	0	0	1787.47	0.12076	0.103989	0	0	0
str_m3_o10_o16_pcu_sym.169.res	4.42232	3.11673	4.42027	14860.4	1.30969	2339.97	1574.64	1202.3	0	0	0	736.776	0.04958	0.037856	0	0	0
str_m3_o10_o16_pcu_sym.17.res	5.35709	3.71019	5.32569	14286.6	1.16135	2864.78	2005.22	1726.62	6.3987	4.47881	3.85654	1049.49	0.07346	0.063254	0.571464	0.00004	0.000034
str_m3_o10_o16_pcu_sym.173.res	5.36265	3.72041	5.36255	14281.6	1.2934	2594.43	1816.62	1404.53	0.116869	0.081832	0.063269	950.012	0.06652	0.05143	0	0	0
str_m3_o10_o16_pcu_sym.175.res	4.11702	3.17962	4.11689	14299.5	1.37792	1070.87	748.883	543.49	10.8839	7.61136	5.52382	208.201	0.01456	0.010567	1.14396	0.00008	0.000058
str_m3_o10_o16_pcu_sym.176.res	5.08518	4.0825	5.0333	14783.2	1.09	3466.32	2344.77	2151.18	0	0	0	1939.85	0.13122	0.120386	0	0	0
str_m3_o10_o16_pcu_sym.178.res	3.31965	1.85278	3.31935	21301.6	2.45957	0	0	0	249.243	117.006	47.5719	0	0	0	21.3016	0.001	0.000407
str_m3_o10_o16_pcu_sym.18.res	4.54414	2.8069	4.49283	14200.3	1.66473	1062.28	748.068	449.364	527.225	371.278	223.026	275.769	0.01942	0.011666	140.015	0.00986	0.005923
str_m3_o10_o16_pcu_sym.189.res	3.42915	2.00214	3.40146	15191	1.47436	0	0	0	363.568	239.331	162.329	0	0	0	36.4584	0.0024	0.001628
str_m3_o10_o16_pcu_sym.19.res	3.9031	2.61539	3.90293	14422.1	1.44044	0	0	0	1462.59	1014.14	704.047	0	0	0	234.214	0.01624	0.011274
str_m3_o10_o16_pcu_sym.194.res	4.32768	3.22367	3.92935	14244.2	1.256	2100.47	1474.61	1174.06	52.2377	36.6729	29.1983	544.129	0.0382	0.030414	2.27908	0.00016	0.000127
str_m3_o10_o16_pcu_sym.2.res	5.30774	3.69033	5.21922	14325.3	1.1541	2830.97	1976.21	1712.33	0	0	0	1062.08	0.07414	0.06424	0	0	0
str_m3_o10_o16_pcu_sym.20.res	5.16154	3.6103	5.16136	14267.7	1.20154	2780.59	1948.87	1621.98	0	0	0	949.371	0.06654	0.055379	0	0	0
str_m3_o10_o16_pcu_sym.21.res	5.27866	3.92781	5.2566	14976.9	1.61431	2699.78	1802.63	1116.66	0	0	0	1255.36	0.08382	0.051923	0	0	0
str_m3_o10_o16_pcu_sym.22.res	5.11324	4.13942	5.11324	14773.4	1.14948	2749.89	1861.38	1619.33	0	0	0	1427.4	0.09662	0.084056	0	0	0
str_m3_o10_o16_pcu_sym.23.res	4.99749	4.34375	4.99625	14655.7	1.3462	2029.91	1385.06	1028.87	1.79493	1.22473	0.909767	925.362	0.06314	0.046902	0	0	0
str_m3_o10_o16_pcu_sym.24.res	4.79616	3.5549	4.74618	14557.4	1.43088	2697.65	1853.11	1295.08	0	0	0	950.598	0.0653	0.045636	0	0	0
str_m3_o10_o16_pcu_sym.25.res	4.9523	3.36274	4.95217	14593.9	1.26811	2237.19	1532.97	1208.86	0	0	0	538.806	0.03692	0.029114	0	0	0
str_m3_o10_o16_pcu_sym.26.res	5.30739	3.68725	5.30718	14309.6	1.29086	2688.98	1879.14	1455.72	42.297	29.5584	22.8982	1019.7	0.07126	0.055203	2.00335	0.00014	0.000108
str_m3_o10_o16_pcu_sym.27.res	3.67145	2.28476	3.25755	14733.1	1.32135	0	0	0	326.341	221.501	167.632	0	0	0	33.2969	0.00226	0.00171
str_m3_o10_o16_pcu_sym.28.res	4.28483	3.71498	4.28483	14816	1.38232	1249.54	843.369	610.109	87.1898	58.8483	42.572	375.734	0.02536	0.018346	7.11169	0.00048	0.000347
str_m3_o10_o16_pcu_sym.29.res	5.09092	4.08227	5.01001	14783.8	1.08995	3455.8	2337.55	2144.65	0	0	0	1939.34	0.13118	0.120355	0	0	0
str_m3_o10_o16_pcu_sym.3.res	5.31112	3.86576	5.26357	14403.6	1.27022	2470.77	1715.38	1350.46	0	0	0	1018.91	0.07074	0.055691	0	0	0
str_m3_o10_o16_pcu_sym.30.res	4.83236	3.68555	4.82566	14618.3	1.38401	2403.28	1644.03	1187.87	0	0	0	808.391	0.0553	0.039956	0	0	0
str_m3_o10_o16_pcu_sym.31.res	5.04809	3.73633	5.00999	14539.5	1.43264	2737.87	1883.05	1314.39	1.39088	0.956621	0.667732	1006.72	0.06924	0.04833	0	0	0
str_m3_o10_o16_pcu_sym.32.res	4.79426	3.88111	4.79426	14568.9	1.31803	2703.79	1855.87	1408.06	0	0	0	1105.78	0.0759	0.057586	0	0	0
str_m3_o10_o16_pcu_sym.33.res	4.64799	3.4639	3.94268	14169	1.23008	2235.75	1577.92	1282.78	0	0	0	614.086	0.04334	0.035234	0	0	0
str_m3_o10_o16_pcu_sym.34.res	4.58308	3.20564	4.58299	14342.4	1.26707	1859.73	1296.67	1023.37	20.2172	14.0962	11.1251	487.066	0.03396	0.026802	0.573694	0.00004	0.000032
str_m3_o10_o16_pcu_sym.35.res	4.79636	3.55531	4.60358	14557.7	1.43086	2692.54	1849.57	1292.63	0	0	0	950.906	0.06532	0.045651	0	0	0
str_m3_o10_o16_pcu_sym.36.res	4.42983	3.47449	4.42974	14327.5	1.2936	2668.77	1862.69	1439.93	0	0	0	771.678	0.05386	0.041636	0	0	0
str_m3_o10_o16_pcu_sym.37.res	3.94723	2.5173	3.94703	14509.8	1.29609	0	0	0	1354.82	933.731	720.42	0	0	0	240.282	0.01656	0.012777
str_m3_o10_o16_pcu_sym.38.res	4.77763	2.89442	4.77754	14219.6	1.46487	1919.64	1349.99	921.579	0	0	0	541.769	0.0381	0.026009	0	0	0
str_m3_o10_o16_pcu_sym.39.res	5.65339	4.14847	5.14639	14645.6	1.26125	3070.37	2096.45	1662.19	5.16978	3.52993	2.79874	1720.56	0.11748	0.093145	0.292911	0.00002	0.000016
str_m3_o10_o16_pcu_sym.4.res	5.3401	3.70514	5.25295	14304.1	1.1265	3222.65	2252.95	1999.96	0	0	0	1215.57	0.08498	0.075437	0	0	0
str_m3_o10_o16_pcu_sym.40.res	4.80945	3.38828	4.16478	14198.5	1.19384	2535.52	1785.76	1495.81	0	0	0	745.99	0.05254	0.044009	0	0	0
str_m3_o10_o16_pcu_sym.41.res	4.91031	3.92256	4.87311	14593.9	1.25999	1633.73	1119.46	888.47	94.6457	64.8529	51.471	723.566	0.04958	0.03935	2.91878	0.0002	0.000159
str_m3_o10_o16_pcu_sym.42.res	5.12568	4.16002	5.08766	14750.4	1.1816	2640.8	1790.33	1515.17	0	0	0	1421.64	0.09638	0.081568	0	0	0
str_m3_o10_o16_pcu_sym.43.res	5.32648	3.6956	5.30892	14297.3	1.16464	3030.51	2119.63	1819.98	0	0	0	1125.77	0.07874	0.067609	0	0	0
str_m3_o10_o16_pcu_sym.44.res	3.84301	2.37364	3.84301	14269.6	1.99571	0	0	0	685.988	480.734	240.883	0	0	0	97.0334	0.0068	0.003407
str_m3_o10_o16_pcu_sym.45.res	4.26065	3.44144	4.26052	14425.8	1.25601	1286.11	891.537	709.818	12.6435	8.76454	6.97809	360.357	0.02498	0.019888	0.288516	0.00002	0.000016
str_m3_o10_o16_pcu_sym.46.res	4.57395	3.30988	4.57395	14939.3	1.37503	1555.82	1041.42	757.383	0	0	0	493.596	0.03304	0.024029	0	0	0
str_m3_o10_o16_pcu_sym.47.res	4.57999	3.35811	4.57393	21259.5	1.34797	2185	1027.77	762.462	28.1732	13.252	9.83112	668.399	0.03144	0.023324	0	0	0
str_m3_o10_o16_pcu_sym.48.res	5.4118	3.25066	5.4118	14291.8	1.19439	2599.64	1818.97	1522.93	0	0	0	970.985	0.06794	0.056883	0	0	0
str_m3_o10_o16_pcu_sym.49.res	3.85053	2.68622	3.85034	14597.3	1.41551	0	0	0	676.434	463.396	327.37	0	0	0	95.7585	0.00656	0.004634
str_m3_o10_o16_pcu_sym.5.res	5.36572	3.7511	5.3014	14355.3	1.24342	1930.81	1345.02	1081.71	0	0	0	829.161	0.05776	0.046453	0	0	0
str_m3_o10_o16_pcu_sym.50.res	5.16673	4.0025	5.00872	14740	1.25317	3286.4	2229.58	1779.15	0	0	0	1744.04	0.11832	0.094416	0	0	0
str_m3_o10_o16_pcu_sym.51.res	5.10449	3.97397	5.10427	14648.9	1.27958	2353.27	1606.44	1255.45	0	0	0	944.27	0.06446	0.050376	0	0	0
str_m3_o10_o16_pcu_sym.52.res	4.36643	2.94396	4.23386	14376.9	1.24565	1958.57	1362.3	1093.65	11.1341	7.74446	6.21721	553.797	0.03852	0.030924	0.575075	0.00004	0.000032
str_m3_o10_o16_pcu_sym.53.res	4.56686	3.23006	4.56683	14243.4	1.39557	2167.15	1521.51	1090.25	10.4012	7.30248	5.23262	563.183	0.03954	0.028333	0.284867	0.00002	0.000014
str_m3_o10_o16_pcu_sym.54.res	4.93774	2.56721	4.93756	14248.6	1.28413	0	0	0	1557.44	1093.05	851.197	0	0	0	445.98	0.0313	0.024374
str_m3_o10_o16_pcu_sym.55.res	4.16959	2.29917	4.15093	14467.2	1.35787	0	0	0	1166.82	806.53	593.968	0	0	0	303.811	0.021	0.015465
str_m3_o10_o16_pcu_sym.56.res	5.32706	3.71148	5.26304	14345.2	1.32514	2660.65	1854.73	1399.64	0	0	0	981.214	0.0684	0.051617	0	0	0
str_m3_o10_o16_pcu_sym.57.res	5.32306	3.67684	5.32306	14285.1	1.16565	2978.78	2085.24	1788.91	0	0	0	1078.52	0.0755	0.064771	0	0	0
str_m3_o10_o16_pcu_sym.58.res	4.59859	3.35253	4.4489	14211.3	1.25168	2262.48	1592.03	1271.91	0	0	0	771.389	0.05428	0.043366	0	0	0
str_m3_o10_o16_pcu_sym.59.res	4.11232	2.48788	4.11225	15339.6	2.8223	0	0	0	598.65	390.264	138.279	0	0	0	126.092	0.00822	0.002913
str_m3_o10_o16_pcu_sym.6.res	5.23558	3.83277	5.23472	14408.4	1.14744	2938.26	2039.26	1777.22	0	0	0	1122.42	0.0779	0.06789	0	0	0
str_m3_o10_o16_pcu_sym.60.res	5.6366	4.10983	5.61956	14816.9	1.40582	2725.78	1839.64	1308.59	0	0	0	1386.86	0.0936	0.06658	0	0	0
str_m3_o10_o16_pcu_sym.61.res	4.24901	3.58512	4.24901	14268.8	1.22157	1890.03	1324.59	1084.33	1.09078	0.76445	0.625793	499.693	0.03502	0.028668	0	0	0
str_m3_o10_o16_pcu_sym.62.res	4.31831	3.50562	4.15963	14238.4	1.1842	2587.91	1817.55	1534.84	0	0	0	699.961	0.04916	0.041513	0	0	0
str_m3_o10_o16_pcu_sym.63.res	5.43849	4.05798	5.42119	14906.9	1.29764	2585.31	1734.3	1336.5	0	0	0	1358.91	0.09116	0.07025	0	0	0
str_m3_o10_o16_pcu_sym.64.res	3.87046	2.06253	3.87029	21167.7	1.68815	0	0	0	704.206	332.68	197.068	0	0	0	149.444	0.00706	0.004182
str_m3_o10_o16_pcu_sym.65.res	3.48543	1.65999	3.48543	15330.6	1.42591	0	0	0	371.68	242.442	170.026	0	0	0	35.2605	0.0023	0.001613
str_m3_o10_o16_pcu_sym.66.res	4.66801	2.81713	4.66796	14206.1	1.35929	1477.79	1040.25	765.286	20.1196	14.1626	10.4191	386.122	0.02718	0.019996	0.568245	0.00004	0.000029
str_m3_o10_o16_pcu_sym.67.res	5.07257	4.11769	5.07257	14674.5	1.18779	2777.76	1892.91	1593.64	0	0	0	1259.08	0.0858	0.072235	0	0	0
str_m3_o10_o16_pcu_sym.68.res	3.65156	2.76034	3.58498	14418.7	1.44948	0	0	0	1122.72	778.653	537.193	0	0	0	157.452	0.01092	0.007534
str_m3_o10_o16_pcu_sym.69.res	5.33943	3.70498	5.25323	14303.7	1.12654	3207.96	2242.75	1990.84	0	0	0	1215.81	0.085	0.075453	0	0	0
str_m3_o10_o16_pcu_sym.7.res	4.22375	3.22973	4.22357	14612.9	1.59398	1557.99	1066.18	668.875	0	0	0	431.958	0.02956	0.018545	0	0	0
str_m3_o10_o16_pcu_sym.70.res	5.20092	3.64737	4.96169	14237.3	1.19483	2494.58	1752.14	1466.44	16.243	11.4087	9.54841	837.155	0.0588	0.049212	0.85424	0.00006	0.00005
str_m3_o10_o16_pcu_sym.71.res	4.17176	3.21396	4.14949	14428.2	1.2973	1984.49	1375.42	1060.22	0	0	0	469.206	0.03252	0.025067	0	0	0
str_m3_o10_o16_pcu_sym.72.res	4.30021	2.81643	3.87965	14187.4	1.25398	1699.81	1198.11	955.453	0	0	0	380.506	0.02682	0.021388	0	0	0
str_m3_o10_o16_pcu_sym.73.res	5.14001	4.0608	4.97926	14714.3	1.15409	2855.58	1940.69	1681.57	0.584346	0.397128	0.344104	1326.64	0.09016	0.078122	0	0	0
str_m3_o10_o16_pcu_sym.74.res	4.66716	3.33064	4.5797	14901.8	1.3584	2237.24	1501.32	1105.21	0	0	0	707.835	0.0475	0.034967	0	0	0
str_m3_o10_o16_pcu_sym.75.res	4.32634	3.47698	4.1576	14385.9	1.89647	1071.8	745.033	392.853	0	0	0	296.062	0.02058	0.010852	0	0	0
str_m3_o10_o16_pcu_sym.76.res	5.12246	4.21573	5.02012	14628.6	1.29058	2326.98	1590.71	1232.56	0	0	0	1129.03	0.07718	0.059803	0	0	0
str_m3_o10_o16_pcu_sym.77.res	4.91616	3.69717	4.91616	14292.9	1.20263	2892.33	2023.62	1682.66	0	0	0	1000.21	0.06998	0.058189	0	0	0
str_m3_o10_o16_pcu_sym.78.res	3.25163	2.22451	3.04383	14107.9	1.60837	0	0	0	93.6248	66.3633	41.2613	0	0	0	4.51453	0.00032	0.000199
str_m3_o10_o16_pcu_sym.79.res	3.46602	1.69352	3.14722	14675.3	2.10005	0	0	0	198.996	135.599	64.5696	0	0	0	17.9038	0.00122	0.000581
str_m3_o10_o16_pcu_sym.8.res	4.34593	3.40788	4.17141	14267	1.25524	2093.91	1467.66	1169.23	0	0	0	458.257	0.03212	0.025589	0	0	0
str_m3_o10_o16_pcu_sym.80.res	5.06068	4.01612	5.06066	14716.8	1.3506	2908.67	1976.43	1463.37	0	0	0	1356.3	0.09216	0.068236	0	0	0
str_m3_o10_o16_pcu_sym.81.res	5.09197	4.07978	5.01001	14780.6	1.09019	3458.65	2339.99	2146.42	0	0	0	1938.33	0.13114	0.120291	0	0	0
str_m3_o10_o16_pcu_sym.82.res	5.03689	3.87127	5.0367	14384.2	1.23682	2031.73	1412.47	1142.02	0	0	0	799.764	0.0556	0.044954	0	0	0
str_m3_o10_o16_pcu_sym.83.res	5.04884	3.76555	5.04071	14401.8	1.17699	2902.03	2015.04	1712.03	0	0	0	1065.74	0.074	0.062872	0	0	0
str_m3_o10_o16_pcu_sym.84.res	5.0924	4.08172	5.0332	14783.5	1.08997	3457.66	2338.87	2145.8	0	0	0	1938.7	0.13114	0.120315	0	0	0
str_m3_o10_o16_pcu_sym.85.res	4.56013	3.61787	4.56013	14271.3	1.18775	2733.32	1915.25	1612.5	0	0	0	854.852	0.0599	0.050431	0	0	0
str_m3_o10_o16_pcu_sym.86.res	4.4671	3.62908	4.4671	14301	1.29408	2366.06	1654.47	1278.49	0	0	0	781.12	0.05462	0.042208	0	0	0
str_m3_o10_o16_pcu_sym.87.res	3.71991	2.57561	3.71991	14648.8	1.38593	0	0	0	939.742	641.514	462.875	0	0	0	125.101	0.00854	0.006162
str_m3_o10_o16_pcu_sym.88.res	5.03476	3.64455	4.47509	14330.3	1.15782	2936.9	2049.44	1770.09	0	0	0	1034.64	0.0722	0.062359	0	0	0
str_m3_o10_o16_pcu_sym.89.res	3.94974	2.5644	3.77225	14363.8	1.67497	0	0	0	1258.77	876.35	523.204	0	0	0	211.722	0.01474	0.0088
str_m3_o10_o16_pcu_sym.9.res	4.29731	3.27689	4.29731	14352.4	1.24768	2482.22	1729.48	1386.16	6.05292	4.21735	3.38016	659.063	0.04592	0.036804	0.287049	0.00002	0.000016
str_m3_o10_o16_pcu_sym.90.res	5.33966	3.70463	5.33912	14303.8	1.12653	3219.75	2250.98	1998.16	0	0	0	1215.53	0.08498	0.075435	0	0	0
str_m3_o10_o16_pcu_sym.91.res	5.30151	3.68325	5.20051	14307.5	1.38924	2560.73	1789.78	1288.31	30.641	21.4161	15.4156	977.489	0.06832	0.049178	1.43075	0.0001	0.000072
str_m3_o10_o16_pcu_sym.92.res	4.32898	3.63134	4.27166	14309.7	1.18878	2521.83	1762.32	1482.46	0.077913	0.054447	0.045801	757.271	0.05292	0.044516	0	0	0
str_m3_o10_o16_pcu_sym.93.res	5.0579	3.95313	5.05769	14757.6	1.24602	2367.22	1604.07	1287.36	0	0	0	992.593	0.06726	0.05398	0	0	0
str_m3_o10_o16_pcu_sym.94.res	4.27258	3.63507	4.27258	14305.3	1.38946	2945.5	2059.03	1481.9	0	0	0	869.476	0.06078	0.043744	0	0	0
str_m3_o10_o16_pcu_sym.95.res	4.36149	3.67725	4.36142	14293.6	1.21936	2890.52	2022.25	1658.45	0	0	0	912.787	0.06386	0.052372	0	0	0
str_m3_o10_o16_pcu_sym.96.res	4.2962	3.00415	4.2962	14218.4	1.32266	924.221	650.019	491.45	27.5726	19.3923	14.6616	212.707	0.01496	0.011311	0.853102	0.00006	0.000045
str_m3_o10_o16_pcu_sym.97.res	5.07913	4.08249	5.01083	14781.1	1.09015	3456.15	2338.22	2144.87	0	0	0	1939.29	0.1312	0.120351	0	0	0
str_m3_o10_o16_pcu_sym.98.res	5.07792	3.33894	5.06638	14654.4	1.5132	2234.79	1525	1007.8	0	0	0	897.14	0.06122	0.040457	0	0	0
str_m3_o10_o16_pcu_sym.99.res	4.77513	3.55508	4.20345	14274.8	1.32751	2402.92	1683.32	1268.03	0	0	0	724.305	0.05074	0.038222	0	0	0
str_m3_o10_o17_pcu_sym.1.res	5.83054	4.26799	5.83032	17723.7	0.949665	4591.9	2590.82	2728.14	0	0	0	2939.66	0.16586	0.174651	0	0	0
str_m3_o10_o17_pcu_sym.10.res	5.11475	4.72263	5.09258	17800.2	1.06126	4154.16	2333.77	2199.05	0	0	0	2413	0.13556	0.127735	0	0	0
str_m3_o10_o17_pcu_sym.100.res	4.55295	2.79328	4.55284	17820	1.24643	0	0	0	3032	1701.45	1365.06	0	0	0	869.617	0.0488	0.039152
str_m3_o10_o17_pcu_sym.101.res	4.66789	2.23862	4.65645	18024	1.17613	0	0	0	2598.15	1441.5	1225.63	0	0	0	1002.13	0.0556	0.047274
str_m3_o10_o17_pcu_sym.102.res	4.8322	3.62276	4.83204	17881.3	1.15203	3556.44	1988.92	1726.44	0	0	0	1490.94	0.08338	0.072376	0	0	0
str_m3_o10_o17_pcu_sym.103.res	4.34398	2.77405	4.34386	17696.9	1.22155	0	0	0	2877.75	1626.13	1331.2	0	0	0	746.81	0.0422	0.034546
str_m3_o10_o17_pcu_sym.104.res	4.58499	3.30841	4.5849	18081.1	1.35402	2966.64	1640.74	1211.75	0	0	0	1311.6	0.07254	0.053574	0	0	0
str_m3_o10_o17_pcu_sym.105.res	4.00419	2.69803	4.00419	17895.1	1.31514	0	0	0	1264.91	706.846	537.468	0	0	0	217.246	0.01214	0.009231
str_m3_o10_o17_pcu_sym.106.res	4.09698	2.49396	3.90821	18403.8	1.40222	0	0	0	1290.94	701.453	500.243	0	0	0	301.455	0.01638	0.011681
str_m3_o10_o17_pcu_sym.107.res	4.23973	1.84602	4.23951	17740.9	2.22139	0	0	0	2051.57	1156.41	520.578	0	0	0	683.38	0.03852	0.01734
str_m3_o10_o17_pcu_sym.108.res	4.73164	3.44337	4.72173	17714	1.05151	4071.18	2298.28	2185.69	0	0	0	1365.4	0.07708	0.073304	0	0	0
str_m3_o10_o17_pcu_sym.109.res	4.08207	2.12292	3.8812	18126	2.48977	0	0	0	1410.02	777.897	312.437	0	0	0	379.197	0.02092	0.008402
str_m3_o10_o17_pcu_sym.11.res	4.6435	3.74459	4.63105	17725.8	1.10131	3849.13	2171.48	1971.74	0	0	0	1573.7	0.08878	0.080614	0	0	0
str_m3_o10_o17_pcu_sym.110.res	3.65393	2.09707	3.65391	18230.3	1.87363	0	0	0	1229.17	674.242	359.859	0	0	0	219.858	0.01206	0.006437
str_m3_o10_o17_pcu_sym.111.res	5.25354	4.18383	5.25343	17768.3	1.05494	4383.2	2466.87	2338.4	0	0	0	2296.37	0.12924	0.12251	0	0	0
str_m3_o10_o17_pcu_sym.112.res	4.53114	2.57833	4.53114	17901.8	1.28788	0	0	0	1637.86	914.914	710.401	0	0	0	465.088	0.02598	0.020173
str_m3_o10_o17_pcu_sym.113.res	4.45817	1.92185	4.4425	18062.8	1.95738	0	0	0	1525.36	844.473	431.43	0	0	0	474.691	0.02628	0.013426
str_m3_o10_o17_pcu_sym.114.res	4.00329	1.97479	3.12569	18369.2	1.32713	0	0	0	481.367	262.051	197.457	0	0	0	80.0898	0.00436	0.003285
str_m3_o10_o17_pcu_sym.115.res	2.99171	1.22897	2.99169	18519.7	1.58246	0	0	0	27.1231	14.6455	9.25493	0	0	0	1.85197	0.0001	0.000063
str_m3_o10_o17_pcu_sym.116.res	4.10838	2.2771	4.10826	17804.7	1.37165	0	0	0	1119.87	628.974	458.553	0	0	0	211.164	0.01186	0.008647
str_m3_o10_o17_pcu_sym.117.res	4.03772	2.71319	4.03751	17792.4	1.38959	0	0	0	902.246	507.096	364.926	0	0	0	158.352	0.0089	0.006405
str_m3_o10_o17_pcu_sym.118.res	4.72659	4.16353	4.72483	17827.7	1.11185	3513.77	1970.96	1772.68	0	0	0	2011.67	0.11284	0.101488	0	0	0
str_m3_o10_o17_pcu_sym.119.res	4.30772	3.59204	4.30478	17797.2	1.11376	3648.77	2050.19	1840.79	0	0	0	1305.96	0.07338	0.065885	0	0	0
str_m3_o10_o17_pcu_sym.12.res	5.24121	4.12995	5.23886	17723	1.00035	4429.47	2499.28	2498.41	0	0	0	2127.47	0.12004	0.119998	0	0	0
str_m3_o10_o17_pcu_sym.120.res	4.88251	4.4166	4.87488	17757.9	1.03203	4085.47	2300.64	2229.25	0	0	0	2546.49	0.1434	0.13895	0	0	0
